N-gram,Count
wrist from,1
the remainder,1
remainder of,1
body how,1
i determine,1
race sex,1
sex age,1
age probable,1
and probable,1
probable weight,1
whom it,1
it belonged,1
belonged that,1
a maximum,1
maximum of,1
of dispatch,1
dispatch and,1
a minimum,1
minimum of,1
of emotional,1
emotional involvement,1
involvement blaney,1
blaney set,1
set to,1
work fortunately,1
fortunately the,1
still covered,1
with skin,1
skin a,1
lot of,1
bodies he,1
he received,1
received simply,1
simply weren,1
t and,1
so it,1
was quite,1
quite simple,1
race of,1
whom the,1
had belonged,1
belonged blaney,1
blaney determined,1
determined that,1
that race,1
race rather,1
rather quickly,1
quickly and,1
then jotted,1
jotted the,1
slip of,1
of paper,1
paper race,1
sex was,1
another thing,1
thing again,1
was simple,1
to identify,1
an individual,1
individual if,1
the examiner,1
examiner was,1
was presented,1
with remains,1
the breasts,1
breasts or,1
or sexual,1
sexual organs,1
organs but,1
but all,1
all blaney,1
had was,1
hand period,1
period just,1
in general,1
general blaney,1
blaney knew,1
knew the,1
the female,1
female of,1
the species,1
species usually,1
usually had,1
had less,1
less body,1
body hair,1
hair than,1
the male,1
male more,1
more delicate,1
delicate extremities,1
extremities more,1
more subcutaneous,1
subcutaneous fat,1
fat and,1
and less,1
less musculature,1
musculature her,1
bones too,1
too were,1
were smaller,1
smaller and,1
and lighter,1
lighter with,1
with thinner,1
thinner shafts,1
shafts and,1
and wider,1
wider medullary,1
hand on,1
the autopsy,1
autopsy table,1
table was,1
huge one,1
it measured,1
measured centimeters,1
the tip,1
tip of,1
middle finger,1
finger to,1
the base,1
base of,1
severed wrist,1
wrist and,1
that came,1
to something,1
something more,1
than nine,1
nine and,1
inches when,1
when translated,1
translated into,1
into laymen,1
laymen s,1
s english,1
english blaney,1
blaney could,1
not conceive,1
conceive of,1
of such,1
hand having,1
having belonged,1
woman unless,1
unless she,1
she were,1
were a,1
a masseuse,1
masseuse or,1
female wrestler,1
wrestler and,1
even granting,1
granting such,1
such exotic,1
exotic occupations,1
occupations the,1
the likelihood,1
likelihood was,1
was remote,1
remote he,1
had nonetheless,1
nonetheless made,1
made errors,1
errors in,1
in determining,1
determining the,1
a victim,1
victim from,1
from parts,1
parts in,1
past and,1
not wish,1
wish to,1
make such,1
such an,1
an error,1
error now,1
with thick,1
thick black,1
black curling,1
curling hair,1
hair another,1
another fact,1
that seemed,1
to point,1
point toward,1
male identification,1
identification but,1
but blaney,1
blaney carried,1
the examination,1
examination to,1
to its,1
its conclusion,1
conclusion measuring,1
measuring the,1
the bone,1
bone shafts,1
shafts studying,1
the medullary,1
spaces and,1
and jotting,1
jotting down,1
his estimate,1
estimate at,1
last sex,1
male well,1
re getting,1
getting someplace,1
someplace he,1
we now,1
now know,1
this gruesome,1
gruesome and,1
and severed,1
severed member,1
member of,1
body once,1
once belonged,1
male wiping,1
wiping his,1
his forehead,1
forehead with,1
a towel,1
towel he,1
he got,1
a microscopic,1
hand s,1
s skin,1
skin told,1
told blaney,1
blaney that,1
there had,1
been no,1
no loss,1
loss of,1
of elasticity,1
elasticity due,1
due to,1
the decrease,1
decrease of,1
of elastic,1
elastic fibers,1
fibers in,1
the dermis,1
dermis since,1
was making,1
making his,1
examination in,1
an effort,1
effort to,1
s age,1
age he,1
he automatically,1
automatically chalked,1
chalked off,1
possibility of,1
s having,1
having been,1
very old,1
old one,1
knew further,1
not likely,1
likely to,1
get anything,1
anything more,1
more from,1
a closer,1
closer examination,1
skin the,1
the changes,1
changes in,1
in skin,1
skin throughout,1
throughout the,1
the growth,1
and decline,1
decline of,1
being very,1
very seldom,1
seldom provide,1
provide accurate,1
accurate criteria,1
criteria of,1
of age,1
age and,1
bones the,1
wrist so,1
that portions,1
ulna the,1
the twin,1
twin bones,1
bones that,1
that run,1
run from,1
wrist to,1
the elbow,1
elbow were,1
were still,1
still attached,1
hand moreover,1
moreover blaney,1
had all,1
various bones,1
hand itself,1
itself to,1
examine the,1
the carpus,1
carpus the,1
the metacarpal,1
metacarpal the,1
the phalanx,1
phalanx he,1
he mused,1
mused as,1
he worked,1
worked that,1
layman just,1
about now,1
now begin,1
begin to,1
to consider,1
consider all,1
his devious,1
devious machinations,1
machinations as,1
as scientific,1
scientific mumbo,1
mumbo jumbo,1
jumbo the,1
the aimless,1
aimless meanderings,1
meanderings of,1
a well,1
thought the,1
hell with,1
layman i,1
know damn,1
damn well,1
the ossification,1
ossification centers,1
centers of,1
of bones,1
bones go,1
a sequence,1
sequence of,1
of growth,1
fusion andthat,1
andthat this,1
this growth,1
fusion takes,1
takes place,1
place at,1
at certain,1
certain age,1
age levels,1
levels i,1
know further,1
that by,1
by studying,1
studying these,1
these bones,1
bones i,1
can come,1
come pretty,1
pretty close,1
to estimating,1
estimating the,1
this dead,1
dead white,1
am going,1
do average,1
layman be,1
damned the,1
entire examination,1
examination that,1
blaney conducted,1
conducted on,1
bones took,1
took close,1
to three,1
three hours,1
hours his,1
notes included,1
included such,1
such esoteric,1
esoteric terms,1
terms as,1
as proximal,1
proximal epiphysial,1
epiphysial muscle,1
muscle and,1
and os,1
os magnum,1
magnum and,1
and multangulum,1
multangulum majus,1
majus and,1
the like,1
like his,1
his final,1
final note,1
note simply,1
simply read,1
read age,1
it came,1
the probable,1
and weight,1
victim blaney,1
blaney threw,1
threw up,1
up his,1
hands in,1
in despair,1
despair if,1
been presented,1
a femur,1
femur a,1
a humerus,1
humerus or,1
a radius,1
radius in,1
in its,1
its entirety,1
entirety he,1
have measured,1
measured any,1
any one,1
in centimeters,1
from joint,1
surface to,1
to joint,1
surface with,1
the cartilage,1
cartilage in,1
in place,1
made an,1
attempt at,1
at calculating,1
calculating the,1
height using,1
using pearson,1
pearson s,1
s formula,1
formula for,1
radius if,1
whole one,1
not just,1
of one,1
table would,1
have read,1
read like,1
this картинка,1
картинка male,1
male female,1
female plus,1
times plus,1
times length,1
radius length,1
radius then,1
to arrive,1
an estimate,1
estimate of,1
height of,1
of theliving,1
theliving body,1
body he,1
have subtracted,1
subtracted one,1
half centimeters,1
final result,1
result for,1
and two,1
two centimeters,1
centimeters for,1
female unfortunately,1
unfortunately he,1
whole radius,1
radius so,1
even make,1
attempt and,1
and although,1
although the,1
hand gave,1
good knowledge,1
the size,1
size of,1
bones he,1
not make,1
a guess,1
guess at,1
the weight,1
victim without,1
a knowledge,1
the muscular,1
muscular development,1
development and,1
the adipose,1
adipose tissue,1
tissue so,1
he quit,1
quit he,1
he wrapped,1
wrapped the,1
and tagged,1
tagged it,1
for delivery,1
delivery to,1
to lieutenant,1
lieutenant samuel,1
samuel grossman,1
grossman at,1
police laboratory,1
laboratory grossman,1
grossman he,1
knew would,1
would perform,1
perform an,1
test on,1
a blood,1
blood specimen,1
specimen in,1
in order,1
order to,1
would undoubtedly,1
undoubtedly try,1
get fingerprint,1
this respect,1
respect blaney,1
blaney was,1
was positively,1
positively certain,1
certain that,1
that grossman,1
would fail,1
fail each,1
each finger,1
finger tip,1
tip had,1
been neatly,1
neatly sliced,1
sliced away,1
the rest,1
rest of,1
hand by,1
the unknown,1
unknown assailant,1
assailant a,1
a magician,1
magician couldn,1
have got,1
a set,1
of prints,1
from that,1
no magician,1
magician so,1
blaney shipped,1
shipped off,1
he concluded,1
concluded his,1
notes and,1
he finally,1
finally transmitted,1
transmitted to,1
the bulls,1
bulls of,1
the was,1
this race,1
male age,1
age the,1
boys had,1
there detective,1
detective steve,1
first of,1
took it,1
it early,1
early the,1
next morning,1
morning sitting,1
sitting at,1
desk near,1
the grilled,1
grilled squadroom,1
squadroom windows,1
windows watching,1
watching the,1
rain ooze,1
ooze along,1
glass panes,1
panes he,1
dialed blaney,1
blaney s,1
and waited,1
waited dr,1
dr blaney,1
a voice,1
voice on,1
other end,1
end of,1
the wire,1
wire said,1
said blaney,1
blaney this,1
carella up,1
the hello,1
hello blaney,1
got your,1
report on,1
hand yeah,1
s wrong,1
wrong with,1
it blaney,1
blaney asked,1
asked immediately,1
immediately on,1
the defensive,1
defensive nothing,1
nothing at,1
fact it,1
very well,1
m glad,1
very rare,1
rare that,1
that anyone,1
goddamn department,1
department admits,1
admits a,1
a medical,1
medical examination,1
examination was,1
was we,1
we feel,1
feel differently,1
differently here,1
the carella,1
said smoothly,1
smoothly we,1
we ve,1
ve always,1
always relied,1
relied very,1
very heavily,1
heavily upon,1
upon information,1
information provided,1
provided by,1
m certainly,1
certainly glad,1
man works,1
works here,1
here with,1
with stiffs,1
stiffs all,1
all day,1
day long,1
long he,1
he begins,1
begins to,1
his doubts,1
no fun,1
fun cutting,1
cutting up,1
up dead,1
dead bodies,1
bodies you,1
a wonderful,1
wonderful job,1
job carella,1
said fervently,1
fervently there,1
there isn,1
t much,1
much glory,1
glory in,1
in what,1
do but,1
can bet,1
bet your,1
your life,1
life it,1
you thank,1
a nickel,1
nickel for,1
for every,1
every case,1
case you,1
fellows made,1
made easier,1
us to,1
to crack,1
crack carella,1
said more,1
more fervently,1
fervently this,1
time almost,1
almost carried,1
carried away,1
away by,1
by himself,1
himself well,1
well gosh,1
gosh thanks,1
thanks what,1
carella your,1
report was,1
excellent one,1
one carella,1
helpful too,1
too but,1
just one,1
one yes,1
me anything,1
the did,1
job yes,1
yes your,1
report told,1
told us,1
lot about,1
victim and,1
s excellent,1
excellent yes,1
helpful but,1
perpetrator the,1
perpetrator yes,1
oh oh,1
course blaney,1
know after,1
after you,1
been examining,1
examining corpses,1
corpses for,1
a while,1
you forget,1
forget that,1
that someone,1
someone was,1
was responsible,1
the corpse,1
corpse do,1
it becomes,1
becomes well,1
well sort,1
a mathematical,1
mathematical i,1
can understand,1
understand that,1
that carella,1
but about,1
person responsible,1
this particular,1
particular corpse,1
corpse could,1
tell anything,1
anything from,1
the surgery,1
surgery well,1
was severed,1
the could,1
tell what,1
a tool,1
tool was,1
was used,1
used either,1
cleaver or,1
hatchet i,1
say or,1
a clean,1
clean job,1
job fairly,1
fairly whoever,1
whoever did,1
to hack,1
hack through,1
bones but,1
were no,1
no hesitation,1
hesitation cuts,1
cuts anywhere,1
anywhere on,1
hand so,1
who severed,1
severed it,1
body was,1
probably determined,1
determined and,1
and skillful,1
skillful how,1
say the,1
person had,1
had any,1
any knowledge,1
anatomy i,1
think so,1
blaney answered,1
answered the,1
place for,1
the cut,1
cut would,1
been at,1
wrist itself,1
itself where,1
ulna terminate,1
terminate that,1
that certainly,1
certainly would,1
been easier,1
easier than,1
than hacking,1
hacking through,1
bones no,1
would discount,1
discount anyone,1
anyone with,1
real knowledge,1
anatomy in,1
fact i,1
t understand,1
understand why,1
was dismembered,1
dismembered can,1
i follow,1
follow you,1
you blaney,1
blaney you,1
seen dismemberment,1
dismemberment cases,1
cases before,1
before carella,1
carella we,1
we usually,1
usually find,1
the trunk,1
the four,1
four extremities,1
extremities but,1
person is,1
to cut,1
off an,1
an arm,1
arm why,1
why then,1
then cut,1
hand do,1
s an,1
an added,1
added piece,1
of work,1
work that,1
that doesn,1
t accomplish,1
accomplish very,1
very yeah,1
said most,1
most bodies,1
bodies are,1
are dismembered,1
dismembered or,1
or mutilated,1
mutilated because,1
the criminal,1
criminal is,1
is attempting,1
attempting to,1
to avoid,1
avoid identification,1
identification of,1
body that,1
fingertips of,1
hand were,1
were of,1
sometimes your,1
your killer,1
killer will,1
will cut,1
cut up,1
body to,1
make disposal,1
disposal easier,1
easier but,1
but cutting,1
cutting off,1
off a,1
hand at,1
wrist how,1
how would,1
would that,1
that serve,1
serve either,1
either purpose,1
purpose i,1
case we,1
not dealing,1
dealing with,1
a surgeon,1
surgeon or,1
a doctor,1
doctor here,1
here is,1
say how,1
a butcher,1
butcher maybe,1
maybe the,1
bones were,1
were severed,1
severed with,1
with considerable,1
considerable force,1
force that,1
might imply,1
imply a,1
man familiar,1
tools the,1
fingertips were,1
were neatly,1
neatly okay,1
okay blaney,1
blaney thanks,1
thanks a,1
a any,1
any time,1
time blaney,1
said happily,1
happily and,1
and hung,1
carella thought,1
moment about,1
about dismembered,1
dismembered bodies,1
bodies there,1
suddenly a,1
very sour,1
sour taste,1
taste in,1
asked miscolo,1
miscolo to,1
a pot,1
pot of,1
coffee in,1
in captain,1
captain frick,1
frick s,1
office downstairs,1
downstairs a,1
patrolman named,1
named richard,1
genero was,1
the carpet,1
carpet frick,1
frick who,1
was technically,1
technically in,1
in command,1
command of,1
entire precinct,1
precinct his,1
his command,1
command actually,1
actually very,1
very rarely,1
rarely intruded,1
intruded upon,1
the activities,1
activities of,1
detective squad,1
squad was,1
very imaginative,1
imaginative man,1
man nor,1
nor in,1
truth a,1
very intelligent,1
intelligent one,1
he liked,1
liked being,1
a policeman,1
policeman he,1
supposed but,1
would rather,1
rather have,1
star movie,1
movie stars,1
stars got,1
to meet,1
meet glamorous,1
glamorous women,1
women police,1
police captains,1
captains only,1
out patrolmen,1
patrolmen am,1
i to,1
genero he,1
know whether,1
whether the,1
sidewalk was,1
woman is,1
am made,1
made to,1
tell a,1
man from,1
woman genero,1
genero no,1
no sir,1
can sir,1
sir but,1
so and,1
person s,1
covered by,1
person wearing,1
a dress,1
dress no,1
a skirt,1
skirt no,1
no pants,1
pants do,1
trousers sir,1
trousers frick,1
frick shouted,1
shouted well,1
well sir,1
sir that,1
is they,1
been slacks,1
slacks like,1
like women,1
women wear,1
wear sir,1
sir or,1
or they,1
been trousers,1
trousers like,1
like men,1
men wear,1
wear and,1
do when,1
sidewalk i,1
i yelled,1
what then,1
i opened,1
saw what,1
was inside,1
inside it,1
i i,1
little confused,1
confused did,1
you go,1
go after,1
bus n,1
n n,1
n no,1
no are,1
another bus,1
stop three,1
blocks away,1
away no,1
no there,1
was genero,1
genero are,1
have hailed,1
hailed a,1
a passing,1
passing car,1
and caught,1
caught that,1
that bus,1
and boarded,1
boarded it,1
and arrested,1
arrested the,1
sidewalk are,1
t aware,1
time sir,1
am now,1
and saved,1
saved us,1
us the,1
the trouble,1
trouble of,1
of sending,1
sending this,1
the laboratory,1
laboratory or,1
of having,1
having the,1
detective division,1
division trot,1
trot all,1
way out,1
to international,1
airport yes,1
yes or,1
of trying,1
other pieces,1
pieces of,1
that body,1
body of,1
of hoping,1
hoping we,1
can identify,1
the bodyafter,1
bodyafter we,1
have all,1
the pieces,1
pieces are,1
this genero,1
then how,1
you be,1
be so,1
so goddamn,1
goddamn stupid,1
stupid genero,1
we contacted,1
contacted the,1
bus company,1
company frick,1
bus that,1
that passed,1
passed that,1
corner at,1
at was,1
was that,1
time genero,1
was bus,1
bus number,1
number we,1
the driver,1
driver he,1
he doesn,1
t remember,1
remember anyone,1
black boarding,1
boarding the,1
bus at,1
corner man,1
or there,1
person sir,1
i saw,1
saw him,1
him or,1
or her,1
her no,1
one s,1
s doubting,1
doubting your,1
your word,1
word genero,1
genero a,1
bus driver,1
driver can,1
be expected,1
to remember,1
remember everyone,1
everyone who,1
gets on,1
on and,1
and off,1
his goddamn,1
goddamn bus,1
bus in,1
case genero,1
genero we,1
back where,1
where we,1
we started,1
all because,1
think why,1
think genero,1
know sir,1
was too,1
too shocked,1
shocked i,1
i boy,1
boy there,1
are times,1
times i,1
star or,1
something frick,1
right get,1
out look,1
look alive,1
alive genero,1
genero keep,1
keep on,1
your goddamn,1
goddamn yes,1
yes go,1
on get,1
get yes,1
yes genero,1
genero saluted,1
saluted and,1
the captain,1
captain s,1
office hurriedly,1
hurriedly thanking,1
thanking his,1
his lucky,1
lucky stars,1
stars that,1
that no,1
one had,1
had discovered,1
discovered he,1
had two,1
two glasses,1
glasses of,1
wine in,1
in max,1
mandel s,1
s shop,1
shop just,1
just before,1
before finding,1
finding the,1
bag frick,1
frick sat,1
sat at,1
and sighed,1
sighed heavily,1
heavily then,1
he buzzed,1
buzzed lieutenant,1
byrnes upstairs,1
and told,1
could deliver,1
deliver the,1
lab whenever,1
whenever he,1
to byrnes,1
would send,1
send a,1
man down,1
down for,1
for it,1
once the,1
bag lay,1
lay on,1
on nelson,1
nelson piat,1
piat s,1
desk yes,1
s one,1
our bags,1
bags all,1
right he,1
nice photograph,1
photograph too,1
too did,1
photograph me,1
me personally,1
personally do,1
mean detective,1
police photographer,1
photographer took,1
took well,1
our bag,1
bag all,1
right piat,1
he leaned,1
chair dangerously,1
dangerously close,1
huge sheet,1
sheet of,1
of glass,1
glass that,1
that formed,1
formed one,1
one wall,1
his office,1
office the,1
the office,1
office was,1
fourth floor,1
floor of,1
the administration,1
administration building,1
building at,1
at international,1
airport overlooking,1
overlooking the,1
runway the,1
runway now,1
now was,1
was drenched,1
drenched with,1
with lashing,1
lashing curtains,1
curtains of,1
that swept,1
swept its,1
its slick,1
slick surface,1
surface damn,1
rain piat,1
said bad,1
our can,1
you fly,1
fly when,1
it rains,1
rains meyer,1
oh we,1
fly all,1
all can,1
in almost,1
almost everything,1
everything but,1
but will,1
will thepeople,1
thepeople fly,1
fly that,1
the question,1
minute it,1
it begins,1
begins raining,1
get more,1
more damn,1
damn cancellations,1
cancellations than,1
than you,1
can shake,1
shake a,1
a stick,1
stick at,1
at afraid,1
afraid they,1
re all,1
piat shook,1
an glossy,1
glossy print,1
print the,1
been photographed,1
photographed against,1
white backdrop,1
backdrop it,1
excellent picture,1
picture the,1
the company,1
company s,1
s name,1
and slogan,1
slogan leaping,1
leaping out,1
the print,1
print as,1
if they,1
were molded,1
molded in,1
in neon,1
neon well,1
bag gentlemen,1
gentlemen piat,1
did some,1
some burglar,1
burglar use,1
use it,1
for his,1
tools or,1
something he,1
he chuckled,1
chuckled at,1
his own,1
own little,1
little joke,1
joke and,1
looked first,1
first to,1
to kling,1
to meyer,1
meyer kling,1
answered for,1
for both,1
both of,1
of well,1
well not,1
exactly sir,1
sir he,1
said some,1
some murderer,1
murderer used,1
for part,1
see well,1
too good,1
good bad,1
our he,1
paused or,1
or is,1
again calculating,1
calculating will,1
will this,1
this case,1
case be,1
be getting,1
getting into,1
newspapers i,1
i doubt,1
doubt it,1
little too,1
too gory,1
gory for,1
the public,1
public and,1
so far,1
far it,1
it doesn,1
t contain,1
contain either,1
a rape,1
rape or,1
pretty girl,1
girl in,1
in bloomers,1
bloomers it,1
make dull,1
dull i,1
thinking you,1
a photo,1
front pages,1
pages of,1
a mass,1
mass circulation,1
circulation newspaper,1
newspaper that,1
might not,1
be bad,1
operation hell,1
hell you,1
t buy,1
buy that,1
of advertising,1
advertising space,1
space now,1
now can,1
operation who,1
knows yes,1
sir meyer,1
patiently if,1
one virtue,1
virtue meyer,1
meyer possessed,1
possessed that,1
that virtue,1
virtue was,1
was patience,1
patience and,1
a sense,1
sense a,1
born with,1
or at,1
very least,1
least a,1
named with,1
father you,1
see was,1
was something,1
a practical,1
practical joker,1
joker the,1
of man,1
who delighted,1
delighted in,1
in telling,1
telling kosher,1
kosher dinner,1
dinner guests,1
guests during,1
during the,1
meat meal,1
meal that,1
were eating,1
eating off,1
the dairy,1
dairy dishes,1
dishes oh,1
a gasser,1
gasser all,1
right well,1
well when,1
when this,1
this gasser,1
gasser was,1
well past,1
past the,1
when changing,1
changing diapers,1
diapers or,1
or wiping,1
wiping runny,1
runny noses,1
noses was,1
possibility when,1
when his,1
wife had,1
had in,1
fact experienced,1
experienced that,1
that remarkable,1
remarkable female,1
female phenomenon,1
phenomenon euphemistically,1
euphemistically known,1
as change,1
change of,1
life they,1
both somewhat,1
somewhat taken,1
taken aback,1
aback to,1
that she,1
was pregnant,1
pregnant this,1
a surprising,1
surprising turn,1
turn of,1
of events,1
events indeed,1
indeed the,1
the practical,1
joke supreme,1
supreme upon,1
the king,1
king of,1
the jesters,1
jesters meyer,1
father fretted,1
fretted pouted,1
pouted and,1
and sulked,1
sulked about,1
it his,1
jokes suffered,1
suffered while,1
he planned,1
planned his,1
his revenge,1
revenge against,1
the vagaries,1
vagaries of,1
of nature,1
nature and,1
and birth,1
birth control,1
control the,1
baby was,1
born a,1
a bouncing,1
bouncing boy,1
boy delivered,1
delivered by,1
by a,1
a midwife,1
midwife and,1
and weighing,1
weighing in,1
at seven,1
seven pounds,1
pounds six,1
six ounces,1
ounces and,1
then meyer,1
s pop,1
pop delivered,1
delivered the,1
final hilarious,1
hilarious thrust,1
thrust the,1
baby s,1
s first,1
first name,1
be meyer,1
meyer he,1
he decreed,1
decreed and,1
this handle,1
handle when,1
when coupled,1
coupled with,1
family name,1
would give,1
boy a,1
a title,1
title like,1
a ditto,1
ditto mark,1
mark meyer,1
meyer well,1
pretty funny,1
funny meyer,1
s old,1
man didn,1
t stop,1
stop laughing,1
laughing for,1
week after,1
the bris,1
bris meyer,1
hand found,1
found it,1
it difficult,1
to laugh,1
laugh through,1
through bleeding,1
bleeding lips,1
lips the,1
family was,1
was you,1
you understand,1
understand practicing,1
practicing orthodox,1
orthodox judaism,1
judaism and,1
they lived,1
lived in,1
neighborhood that,1
that housed,1
housed a,1
large gentile,1
gentile population,1
population and,1
kids in,1
the neighborhood,1
neighborhood needed,1
needed another,1
another reason,1
reason besides,1
besides meyer,1
s jewishness,1
jewishness for,1
for beating,1
beating him,1
up every,1
every day,1
the week,1
week his,1
name provided,1
provided that,1
that reason,1
reason meyer,1
meyer jew,1
jew on,1
on fire,1
fire the,1
kids would,1
would chant,1
chant and,1
and pow,1
pow meyer,1
meyer got,1
the kisser,1
kisser over,1
the years,1
years he,1
to fight,1
fight twelve,1
twelve guys,1
guys at,1
once but,1
was sometimes,1
sometimes possible,1
possible to,1
talk this,1
this even,1
even dozen,1
dozen out,1
of administering,1
administering a,1
a beating,1
beating patiently,1
patiently he,1
he talked,1
talked sometimes,1
it worked,1
worked sometimes,1
t but,1
but patience,1
patience became,1
became a,1
a way,1
life and,1
and patience,1
patience is,1
virtue we,1
we will,1
will all,1
all admit,1
admit but,1
if meyer,1
meyer had,1
been forced,1
forced to,1
to sublimate,1
sublimate if,1
had for,1
for example,1
example just,1
once just,1
boy been,1
been called,1
called charlie,1
charlie or,1
or frank,1
frank or,1
or sam,1
sam and,1
and been,1
been allowed,1
allowed to,1
stand up,1
against one,1
other kid,1
kid nota,1
nota dozen,1
dozen or,1
or more,1
more and,1
and bash,1
bash that,1
kid squarely,1
squarely on,1
the nose,1
nose well,1
well perhaps,1
perhaps just,1
just perhaps,1
perhaps meyer,1
meyer would,1
been completely,1
completely bald,1
bald at,1
the tender,1
tender age,1
of on,1
hand who,1
been so,1
so cruel,1
cruel as,1
as to,1
to deprive,1
deprive an,1
an aging,1
aging comedian,1
comedian of,1
small practical,1
joke patiently,1
patiently meyer,1
said how,1
how are,1
are these,1
bags distributed,1
distributed piat,1
piat distributed,1
distributed well,1
exactly distributed,1
distributed that,1
say they,1
they are,1
to people,1
who fly,1
fly with,1
our airline,1
airline it,1
s good,1
the these,1
bags are,1
to every,1
every one,1
your passengers,1
passengers is,1
correct no,1
exactly we,1
have several,1
several types,1
types of,1
of flights,1
flights you,1
you yes,1
our luxury,1
luxury flight,1
gives more,1
more space,1
space between,1
the seats,1
seats a,1
big big,1
big twenty,1
twenty inches,1
inches to,1
to stretch,1
stretch those,1
those legs,1
legs in,1
and drinks,1
drinks en,1
en route,1
route and,1
a choice,1
choice of,1
of several,1
several dinners,1
dinners and,1
and special,1
special baggage,1
baggage accommodations,1
accommodations in,1
short the,1
the finest,1
finest service,1
service our,1
operation can,1
can yes,1
our flight,1
which offers,1
offers the,1
accommodations and,1
same seating,1
seating arrangement,1
arrangement except,1
except that,1
that drinks,1
drinks are,1
not provided,1
provided you,1
can buy,1
buy them,1
them of,1
course if,1
you desire,1
desire and,1
is only,1
only one,1
one item,1
item on,1
dinner menu,1
menu usually,1
usually roast,1
roast beef,1
beef or,1
or ham,1
ham or,1
i and,1
tourist tourist,1
flight yes,1
said our,1
gives only,1
only sixteen,1
sixteen inches,1
accommodations otherwise,1
otherwise including,1
including the,1
same dinner,1
dinner as,1
as on,1
this and,1
is our,1
our economy,1
economy flight,1
flight same,1
same amount,1
amount of,1
are three,1
three seats,1
seats on,1
one side,1
the aisle,1
aisle instead,1
of two,1
two and,1
dinner is,1
a hot,1
hot meal,1
meal just,1
just sandwiches,1
sandwiches and,1
course no,1
no and,1
these flights,1
flights then,1
our thrift,1
thrift flight,1
which is,1
too comfortable,1
comfortable i,1
afraid that,1
say not,1
not as,1
as comfortable,1
comfortable as,1
other flights,1
flights but,1
but certainly,1
certainly comfortable,1
comfortable enough,1
enough with,1
with only,1
only twelve,1
twelve inches,1
room is,1
last flight,1
flight meyer,1
asked patiently,1
re now,1
now working,1
one called,1
the piggy,1
piggy bank,1
bank flight,1
will be,1
be even,1
even less,1
less expensive,1
expensive what,1
what we,1
see we,1
put our,1
operation within,1
within reach,1
reach of,1
who wouldn,1
t ordinarily,1
ordinarily consider,1
consider flying,1
flying who,1
the oldfashioned,1
oldfashioned means,1
of conveyance,1
conveyance like,1
like trains,1
trains or,1
or cars,1
cars or,1
or boats,1
boats our,1
our who,1
gets the,1
bags kling,1
asked impatiently,1
impatiently what,1
what oh,1
bags we,1
we give,1
give them,1
to all,1
passengers on,1
the luxury,1
or all,1
passengers and,1
you start,1
start doing,1
doing this,1
this at,1
at least,1
least six,1
ago piat,1
said then,1
then anyone,1
who rode,1
rode either,1
either luxury,1
or in,1
past six,1
years could,1
could conceivably,1
conceivably have,1
have one,1
of these,1
bags is,1
right meyer,1
asked that,1
and how,1
many people,1
people would,1
oh thousands,1
thousands piat,1
must remember,1
remember detective,1
meyer yes,1
said forgive,1
those flights,1
flights zooming,1
zooming around,1
around i,1
i lost,1
lost sight,1
the is,1
any possibility,1
possibility this,1
this might,1
might get,1
newspapers there,1
s always,1
always a,1
possibility meyer,1
said rising,1
rising if,1
does would,1
you contact,1
contact me,1
mean if,1
know about,1
it beforehand,1
beforehand i,1
get our,1
our promotion,1
promotion department,1
department to,1
to sure,1
sure thing,1
thing meyer,1
time not,1
shaking hands,1
hands with,1
kling not,1
at as,1
walked across,1
door he,1
huge window,1
looked out,1
out over,1
runway damn,1
said friday,1
morning rain,1
rain when,1
to walk,1
walk six,1
six blocks,1
blocks to,1
the library,1
library in,1
rain wearing,1
a mackinaw,1
mackinaw with,1
the collar,1
collar turned,1
and feeling,1
feeling very,1
much like,1
like abraham,1
abraham lincoln,1
lincoln once,1
once there,1
would sit,1
sit in,1
the warmth,1
warmth of,1
the reading,1
reading room,1
room feeling,1
feeling strangely,1
strangely and,1
and richly,1
richly rewarded,1
rewarded while,1
read and,1
rain whispered,1
whispered against,1
streets outside,1
outside and,1
sometimes at,1
beach it,1
would begin,1
begin raining,1
raining suddenly,1
suddenly the,1
the clouds,1
clouds sweeping,1
sweeping in,1
in over,1
the ocean,1
ocean like,1
like black,1
black horsemen,1
horsemen in,1
a clanging,1
clanging cavalry,1
cavalry charge,1
the lightning,1
lightning scraping,1
scraping the,1
the sky,1
sky like,1
like angry,1
angry scimitar,1
scimitar slashes,1
slashes the,1
the girls,1
girls would,1
would grab,1
grab for,1
for sweaters,1
sweaters and,1
and beach,1
beach bags,1
bags and,1
and someone,1
someone would,1
would reach,1
reach for,1
the portable,1
portable record,1
player and,1
the stack,1
stack of,1
boys would,1
would hold,1
hold the,1
blanket overhead,1
overhead like,1
a canopy,1
canopy while,1
while they,1
all ran,1
ran to,1
the safety,1
safety of,1
the boardwalk,1
boardwalk restaurant,1
restaurant they,1
would stand,1
stand there,1
there and,1
and look,1
look out,1
out at,1
beach the,1
the twisted,1
twisted lipsticked,1
lipsticked straws,1
straws in,1
in deserted,1
deserted bottles,1
bottles and,1
was comfort,1
comfort to,1
the gloom,1
gloom somehow,1
somehow in,1
in korea,1
korea bert,1
kling learned,1
a different,1
different kind,1
was cruel,1
cruel and,1
and driving,1
driving and,1
and bitter,1
bitter a,1
that turned,1
turned the,1
earth to,1
a sticky,1
sticky clinging,1
clinging mud,1
mud that,1
that halted,1
halted machines,1
