N-gram,Count 
said you must,1
you must remember,1
must remember detective,1
remember detective meyer,1
detective meyer yes,1
meyer yes we,1
yes we circle,1
circle the yes,1
the yes meyer,1
meyer said forgive,1
said forgive me,1
forgive me with,1
me with all,1
with all those,1
all those flights,1
those flights zooming,1
flights zooming around,1
zooming around i,1
around i guess,1
guess i lost,1
i lost sight,1
lost sight of,1
sight of the,1
of the is,1
the is there,1
is there any,1
there any possibility,1
any possibility this,1
possibility this might,1
this might get,1
might get into,1
get into the,1
the newspapers there,1
newspapers there s,1
there s always,1
s always a,1
always a possibility,1
a possibility meyer,1
possibility meyer said,1
meyer said rising,1
said rising if,1
rising if it,1
if it does,1
it does would,1
does would you,1
would you contact,1
you contact me,1
contact me i,1
i mean if,1
mean if you,1
you know about,1
know about it,1
about it beforehand,1
it beforehand i,1
beforehand i d,1
like to get,1
to get our,1
get our promotion,1
our promotion department,1
promotion department to,1
department to sure,1
to sure thing,1
sure thing meyer,1
thing meyer said,1
meyer said thank,1
thank you for,1
you for your,1
your time not,1
time not at,1
not at all,1
at all piat,1
all piat said,1
piat said shaking,1
said shaking hands,1
shaking hands with,1
hands with meyer,1
with meyer and,1
meyer and kling,1
and kling not,1
kling not at,1
not at as,1
at as they,1
as they walked,1
they walked across,1
walked across the,1
room to the,1
the door he,1
door he turned,1
the huge window,1
huge window and,1
window and looked,1
and looked out,1
looked out over,1
out over the,1
over the runway,1
the runway damn,1
runway damn rain,1
damn rain he,1
rain he said,1
he said friday,1
said friday morning,1
friday morning rain,1
morning rain when,1
rain when he,1
was a kid,1
a kid he,1
kid he used,1
he used to,1
used to walk,1
to walk six,1
walk six blocks,1
six blocks to,1
blocks to the,1
to the library,1
the library in,1
library in the,1
the rain wearing,1
rain wearing a,1
wearing a mackinaw,1
a mackinaw with,1
mackinaw with the,1
with the collar,1
the collar turned,1
collar turned up,1
turned up and,1
up and feeling,1
and feeling very,1
feeling very much,1
very much like,1
much like abraham,1
like abraham lincoln,1
abraham lincoln once,1
lincoln once there,1
once there he,1
there he would,1
he would sit,1
would sit in,1
sit in the,1
in the warmth,1
the warmth of,1
warmth of the,1
of the reading,1
the reading room,1
reading room feeling,1
room feeling strangely,1
feeling strangely and,1
strangely and richly,1
and richly rewarded,1
richly rewarded while,1
rewarded while he,1
while he read,1
he read and,1
read and the,1
the rain whispered,1
rain whispered against,1
whispered against the,1
against the streets,1
the streets outside,1
streets outside and,1
outside and sometimes,1
and sometimes at,1
sometimes at the,1
the beach it,1
beach it would,1
it would begin,1
would begin raining,1
begin raining suddenly,1
raining suddenly the,1
suddenly the clouds,1
the clouds sweeping,1
clouds sweeping in,1
sweeping in over,1
in over the,1
over the ocean,1
the ocean like,1
ocean like black,1
like black horsemen,1
black horsemen in,1
horsemen in a,1
in a clanging,1
a clanging cavalry,1
clanging cavalry charge,1
cavalry charge the,1
charge the lightning,1
the lightning scraping,1
lightning scraping the,1
scraping the sky,1
the sky like,1
sky like angry,1
like angry scimitar,1
angry scimitar slashes,1
scimitar slashes the,1
slashes the girls,1
the girls would,1
girls would grab,1
would grab for,1
grab for sweaters,1
for sweaters and,1
sweaters and beach,1
and beach bags,1
beach bags and,1
bags and someone,1
and someone would,1
someone would reach,1
would reach for,1
reach for the,1
for the portable,1
the portable record,1
portable record player,1
record player and,1
player and the,1
and the stack,1
the stack of,1
stack of and,1
of and the,1
and the boys,1
the boys would,1
boys would hold,1
would hold the,1
hold the blanket,1
the blanket overhead,1
blanket overhead like,1
overhead like a,1
like a canopy,1
a canopy while,1
canopy while they,1
while they all,1
they all ran,1
all ran to,1
ran to the,1
to the safety,1
the safety of,1
safety of the,1
of the boardwalk,1
the boardwalk restaurant,1
boardwalk restaurant they,1
restaurant they would,1
they would stand,1
would stand there,1
stand there and,1
there and look,1
and look out,1
look out at,1
out at the,1
the beach the,1
beach the twisted,1
the twisted lipsticked,1
twisted lipsticked straws,1
lipsticked straws in,1
straws in deserted,1
in deserted bottles,1
deserted bottles and,1
bottles and there,1
and there was,1
there was comfort,1
was comfort to,1
comfort to the,1
to the gloom,1
the gloom somehow,1
gloom somehow in,1
somehow in korea,1
in korea bert,1
korea bert kling,1
bert kling learned,1
kling learned about,1
about a different,1
a different kind,1
different kind of,1
kind of rain,1
of rain he,1
rain he learned,1
he learned about,1
about a rain,1
rain that was,1
that was cruel,1
was cruel and,1
cruel and driving,1
and driving and,1
driving and bitter,1
and bitter a,1
bitter a rain,1
rain that turned,1
that turned the,1
turned the earth,1
the earth to,1
earth to a,1
to a sticky,1
a sticky clinging,1
sticky clinging mud,1
clinging mud that,1
mud that halted,1
that halted machines,1
halted machines and,1
machines and men,1
and men he,1
men he learned,1
he learned what,1
learned what it,1
what it was,1
it was to,1
was to be,1
to be constantly,1
be constantly wet,1
constantly wet and,1
cold and ever,1
and ever since,1
ever since korea,1
since korea he,1
korea he had,1
had not liked,1
not liked the,1
liked the rain,1
the rain he,1
rain he did,1
did not like,1
not like it,1
like it on,1
it on that,1
on that late,1
that late friday,1
late friday morning,1
friday morning either,1
morning either he,1
either he had,1
he had started,1
had started the,1
started the day,1
the day by,1
day by paying,1
by paying a,1
paying a visit,1
a visit to,1
visit to the,1
persons bureau and,1
bureau and renewing,1
and renewing his,1
renewing his acquaintance,1
his acquaintance there,1
acquaintance there with,1
there with detectives,1
with detectives ambrose,1
detectives ambrose and,1
ambrose and bartholdi,1
and bartholdi well,1
bartholdi well well,1
well well look,1
well look who,1
look who is,1
who is here,1
is here bartholdi,1
here bartholdi had,1
bartholdi had said,1
had said the,1
said the sun,1
the sun god,1
sun god of,1
god of the,1
of the ambrose,1
the ambrose added,1
ambrose added the,1
added the blond,1
the blond wonder,1
blond wonder in,1
wonder in person,1
in person kling,1
person kling said,1
said dryly what,1
dryly what can,1
what can we,1
can we do,1
we do for,1
for you today,1
you today detective,1
today detective kling,1
detective kling who,1
kling who did,1
who did you,1
did you lose,1
you lose this,1
lose this week,1
this week detective,1
week detective kling,1
detective kling we,1
kling we re,1
we re looking,1
re looking for,1
looking for a,1
for a white,1
white male between,1
male between the,1
eighteen and kling,1
and kling said,1
kling said did,1
did you hear,1
you hear that,1
hear that romeo,1
that romeo ambrose,1
ambrose said to,1
said to bartholdi,1
to bartholdi i,1
bartholdi i heard,1
i heard it,1
heard it mike,1
it mike bartholdi,1
mike bartholdi answered,1
bartholdi answered that,1
answered that is,1
that is an,1
is an awful,1
an awful lot,1
awful lot to,1
lot to go,1
to go on,1
go on now,1
on now how,1
now how many,1
how many white,1
many white males,1
white males between,1
males between the,1
eighteen and do,1
and do you,1
do you suppose,1
you suppose we,1
suppose we have,1
we have records,1
have records on,1
records on at,1
on at a,1
at a conservative,1
a conservative estimate,1
conservative estimate bartholdi,1
estimate bartholdi answered,1
bartholdi answered i,1
answered i would,1
would say approximately,1
say approximately six,1
approximately six thousand,1
six thousand seven,1
thousand seven hundred,1
seven hundred and,1
hundred and not,1
and not counting,1
not counting the,1
counting the ones,1
the ones we,1
ones we ain,1
we ain t,1
ain t had,1
t had time,1
had time to,1
time to file,1
to file with,1
file with bulls,1
with bulls from,1
bulls from all,1
from all over,1
all over the,1
over the city,1
the city popping,1
city popping in,1
popping in here,1
in here at,1
here at every,1
at every hour,1
every hour of,1
hour of the,1
of the day,1
the day we,1
day we don,1
t get much,1
get much time,1
much time to,1
time to do,1
to do filing,1
do filing detective,1
filing detective that,1
detective that s,1
s a shame,1
a shame kling,1
shame kling said,1
said dryly he,1
dryly he wished,1
he wished he,1
wished he could,1
he could shake,1
could shake the,1
shake the feeling,1
the feeling he,1
feeling he constantly,1
he constantly experienced,1
constantly experienced in,1
experienced in the,1
in the presence,1
the presence of,1
presence of older,1
of older cops,1
older cops who,1
cops who d,1
who d been,1
d been on,1
been on the,1
on the force,1
the force longer,1
force longer than,1
longer than he,1
than he he,1
he he knew,1
was a young,1
a young detective,1
young detective and,1
detective and a,1
and a new,1
a new detective,1
new detective but,1
detective but he,1
but he resented,1
he resented the,1
resented the automatic,1
the automatic assumption,1
automatic assumption that,1
assumption that because,1
that because of,1
because of his,1
of his age,1
his age andinexperience,1
age andinexperience he,1
andinexperience he must,1
he must ipso,1
must ipso facto,1
ipso facto be,1
facto be an,1
be an inept,1
an inept detective,1
inept detective he,1
detective he did,1
did not consider,1
not consider himself,1
consider himself inept,1
himself inept in,1
inept in fact,1
in fact he,1
fact he thought,1
he thought of,1
thought of himself,1
of himself as,1
himself as being,1
as being a,1
being a pretty,1
a pretty good,1
pretty good cop,1
good cop romeo,1
cop romeo and,1
romeo and mike,1
and mike be,1
mike be damned,1
be damned can,1
damned can i,1
can i look,1
i look through,1
through the files,1
the files he,1
files he asked,1
he asked but,1
asked but of,1
but of course,1
of course bartholdi,1
course bartholdi said,1
bartholdi said enthusiastically,1
said enthusiastically that,1
enthusiastically that s,1
s why they,1
why they re,1
they re here,1
re here so,1
here so that,1
so that every,1
that every cop,1
every cop in,1
cop in the,1
the city can,1
city can pore,1
can pore over,1
pore over them,1
over them ain,1
them ain t,1
ain t that,1
t that right,1
that right mike,1
right mike why,1
mike why certainly,1
why certainly how,1
certainly how else,1
how else would,1
else would we,1
would we keep,1
we keep busy,1
keep busy if,1
busy if we,1
if we didn,1
t have record,1
have record cards,1
record cards to,1
cards to retype,1
to retype we,1
retype we might,1
have to go,1
to go outside,1
go outside on,1
outside on a,1
on a lousy,1
a lousy day,1
lousy day like,1
like this we,1
this we might,1
have to actually,1
to actually use,1
actually use a,1
use a gun,1
a gun now,1
gun now and,1
now and we,1
and we prefer,1
we prefer leaving,1
prefer leaving the,1
leaving the gunplay,1
the gunplay to,1
gunplay to you,1
to you younger,1
you younger more,1
younger more agile,1
more agile fellows,1
agile fellows to,1
fellows to the,1
to the heroes,1
the heroes ambrose,1
heroes ambrose said,1
ambrose said yeah,1
yeah kling answered,1
kling answered and,1
and he searched,1
he searched for,1
searched for a,1
for a more,1
a more devastating,1
more devastating reply,1
devastating reply but,1
reply but none,1
but none came,1
none came to,1
came to mind,1
to mind be,1
mind be careful,1
be careful with,1
careful with our,1
with our cards,1
our cards bartholdi,1
cards bartholdi cautioned,1
bartholdi cautioned did,1
cautioned did you,1
did you wash,1
you wash your,1
wash your hands,1
your hands this,1
hands this morning,1
this morning i,1
morning i washed,1
i washed them,1
washed them kling,1
them kling said,1
kling said good,1
said good obey,1
good obey the,1
obey the he,1
the he pointed,1
he pointed to,1
pointed to the,1
to the large,1
the large placard,1
large placard resting,1
placard resting atop,1
resting atop the,1
atop the green,1
the green filing,1
green filing cabinets,1
filing cabinets shuffle,1
cabinets shuffle them,1
shuffle them juggle,1
them juggle them,1
juggle them maul,1
them maul them,1
maul them caress,1
them caress but,1
caress but leave,1
but leave them,1
leave them the,1
them the way,1
way you found,1
you found them,1
found them got,1
them got it,1
got it ambrose,1
it ambrose asked,1
ambrose asked i,1
asked i ve,1
i ve been,1
ve been here,1
been here before,1
here before kling,1
before kling said,1
kling said you,1
said you ought,1
you ought to,1
ought to change,1
to change your,1
change your sign,1
your sign it,1
sign it gets,1
it gets kind,1
gets kind of,1
kind of dull,1
of dull the,1
dull the hundredth,1
the hundredth time,1
hundredth time it,1
time it ain,1
ain t there,1
t there for,1
there for entertainment,1
for entertainment bartholdi,1
entertainment bartholdi said,1
bartholdi said it,1
it s there,1
s there for,1
there for take,1
for take care,1
take care of,1
care of the,1
of the cards,1
the cards ambrose,1
cards ambrose said,1
ambrose said if,1
said if you,1
if you get,1
you get bored,1
get bored look,1
bored look up,1
look up a,1
up a dame,1
a dame named,1
dame named barbara,1
named barbara cesare,1
barbara cesare also,1
cesare also known,1
also known as,1
known as bubbles,1
as bubbles caesar,1
bubbles caesar she,1
caesar she was,1
she was reported,1
was reported missing,1
reported missing in,1
missing in february,1
in february that,1
february that s,1
that s over,1
s over there,1
the window she,1
window she was,1
was a stripper,1
a stripper in,1
stripper in kansas,1
in kansas city,1
kansas city and,1
city and she,1
and she came,1
she came here,1
came here to,1
here to work,1
to work some,1
work some of,1
some of our,1
of our own,1
our own clubs,1
own clubs there,1
clubs there are,1
there are some,1
are some very,1
some very fine,1
very fine art,1
fine art photos,1
art photos in,1
photos in her,1
in her he,1
her he is,1
he is just,1
just a boy,1
a boy mike,1
boy mike bartholdi,1
mike bartholdi said,1
bartholdi said you,1
said you shouldn,1
you shouldn t,1
shouldn t call,1
t call his,1
call his attention,1
his attention to,1
attention to matters,1
to matters like,1
matters like forgive,1
like forgive me,1
forgive me romeo,1
me romeo ambrose,1
ambrose said you,1
you re right,1
re right forget,1
right forget i,1
forget i mentioned,1
i mentioned bubbles,1
mentioned bubbles caesar,1
bubbles caesar kling,1
caesar kling forget,1
kling forget all,1
all about them,1
about them lovely,1
them lovely pictures,1
lovely pictures in,1
pictures in the,1
in the february,1
february file over,1
file over there,1
the window you,1
window you hear,1
you hear i,1
hear i ll,1
i ll forget,1
ll forget all,1
all about her,1
about her kling,1
her kling said,1
kling said we,1
said we got,1
we got typing,1
got typing to,1
typing to do,1
to do bartholdi,1
do bartholdi said,1
bartholdi said opening,1
said opening the,1
the door have,1
door have that,1
have that s,1
that s caesar,1
s caesar ambrose,1
caesar ambrose said,1
ambrose said as,1
said as he,1
as he went,1
he went out,1
went out bubbles,1
out bubbles bartholdi,1
bubbles bartholdi said,1
and he closed,1
he closed the,1
behind him kling,1
him kling of,1
kling of course,1
of course did,1
course did not,1
have to look,1
to look through,1
look through missing,1
through missing persons,1
missing persons cards,1
persons cards if,1
cards if anything,1
if anything the,1
anything the haphazard,1
the haphazard estimate,1
haphazard estimate given,1
estimate given by,1
given by bartholdi,1
by bartholdi was,1
bartholdi was somewhat,1
was somewhat exaggerated,1
somewhat exaggerated actually,1
exaggerated actually some,1
actually some persons,1
some persons were,1
persons were reported,1
were reported missing,1
reported missing annually,1
missing annually in,1
annually in the,1
the city for,1
city for which,1
for which kling,1
which kling worked,1
kling worked if,1
worked if this,1
if this was,1
this was broken,1
was broken down,1
broken down on,1
down on a,1
on a monthly,1
a monthly basis,1
monthly basis perhaps,1
basis perhaps a,1
perhaps a little,1
more than people,1
than people per,1
people per month,1
per month found,1
month found their,1
into the files,1
the files of,1
files of the,1
persons bureau the,1
bureau the peak,1
the peak months,1
peak months for,1
months for disappearances,1
for disappearances are,1
disappearances are may,1
are may and,1
may and september,1
and september but,1
september but kling,1
but kling fortunately,1
kling fortunately was,1
fortunately was not,1
was not particularly,1
not particularly concerned,1
particularly concerned with,1
concerned with those,1
with those months,1
those months he,1
months he restricted,1
he restricted himself,1
restricted himself to,1
himself to scouring,1
to scouring the,1
scouring the files,1
the files covering,1
files covering january,1
covering january february,1
january february and,1
february and the,1
and the early,1
the early part,1
early part of,1
part of march,1
of march and,1
march and so,1
t have very,1
have very many,1
very many folders,1
many folders to,1
folders to wade,1
to wade through,1
wade through the,1
through the job,1
the job nonetheless,1
job nonetheless did,1
nonetheless did get,1
did get somewhat,1
get somewhat boring,1
somewhat boring and,1
boring and he,1
and he since,1
he since he,1
studying the february,1
february file anyway,1
file anyway take,1
anyway take a,1
take a peek,1
a peek into,1
peek into the,1
into the folder,1
the folder of,1
folder of the,1
the missing exotic,1
missing exotic dancer,1
exotic dancer bubbles,1
dancer bubbles caesar,1
bubbles caesar he,1
caesar he had,1
to admit after,1
admit after studying,1
after studying the,1
studying the several,1
the several photos,1
several photos of,1
photos of her,1
of her in,1
her in the,1
in the folder,1
the folder that,1
folder that whoever,1
that whoever had,1
whoever had named,1
had named this,1
named this performer,1
this performer had,1
performer had a,1
had a decided,1
a decided knack,1
decided knack for,1
knack for themot,1
for themot juste,1
themot juste looking,1
juste looking at,1
looking at the,1
at the pictures,1
the pictures of,1
pictures of the,1
of the stripper,1
the stripper made,1
stripper made him,1
made him think,1
him think of,1
think of claire,1
of claire townsend,1
claire townsend and,1
townsend and thinking,1
and thinking of,1
thinking of claire,1
of claire made,1
claire made him,1
made him wish,1
him wish it,1
wish it was,1
it was tonight,1
was tonight instead,1
tonight instead of,1
instead of this,1
of this morning,1
this morning he,1
morning he lighted,1
he lighted another,1
lighted another cigarette,1
another cigarette ruefully,1
cigarette ruefully put,1
ruefully put away,1
put away miss,1
away miss caesar,1
miss caesar s,1
caesar s folder,1
s folder and,1
folder and got,1
and got back,1
work again by,1
again by that,1
by that morning,1
morning he had,1
he had turned,1
had turned up,1
turned up only,1
up only two,1
only two possible,1
two possible nominations,1
possible nominations for,1
nominations for the,1
for the missing,1
missing persons award,1
persons award he,1
award he went,1
he went down,1
down the hall,1
the hall and,1
hall and had,1
and had both,1
had both sheets,1
both sheets photostated,1
sheets photostated bartholdi,1
photostated bartholdi who,1
bartholdi who did,1
the job for,1
job for him,1
for him seemed,1
him seemed to,1
seemed to be,1
be in a,1
in a more,1
a more serious,1
more serious frame,1
serious frame of,1
of mind now,1
mind now these,1
now these what,1
these what you,1
what you were,1
you were looking,1
looking for kid,1
for kid he,1
kid he asked,1
he asked well,1
asked well they,1
they re only,1
re only possibilities,1
only possibilities we,1
possibilities we ll,1
we ll see,1
ll see how,1
see how they,1
how they turn,1
they turn what,1
turn what s,1
what s the,1
s the case,1
the case anyway,1
case anyway bartholdi,1
anyway bartholdi asked,1
bartholdi asked one,1
asked one of,1
of our patrolmen,1
our patrolmen found,1
patrolmen found a,1
found a severed,1
a severed hand,1
hand in a,1
in a psssssss,1
a psssssss bartholdi,1
pulled a face,1
a face yeah,1
face yeah right,1
yeah right in,1
the street near,1
street near a,1
near a bus,1
a bus psssssss,1
bus psssssss bartholdi,1
bartholdi said again,1
said again a,1
again a man,1
a woman the,1
woman the hand,1
the hand i,1
hand i a,1
i a man,1
kling said what,1
said what kind,1
of a bag,1
a bag a,1
bag a shopping,1
a shopping bag,1
shopping bag no,1
bag no no,1
no no kling,1
no kling said,1
kling said an,1
said an airlines,1
an airlines bag,1
airlines bag you,1
bag you know,1
you know these,1
know these bags,1
these bags they,1
bags they give,1
they give out,1
give out these,1
out these little,1
these little blue,1
little blue ones,1
blue ones this,1
ones this one,1
this one came,1
one came from,1
came from an,1
from an outfit,1
an outfit called,1
outfit called circle,1
called circle a,1
circle a killer,1
a killer huh,1
killer huh bartholdi,1
huh bartholdi said,1
bartholdi said well,1
said well here,1
well here are,1
here are the,1
are the stats,1
the stats kid,1
stats kid good,1
kid good luck,1
good luck with,1
luck with thanks,1
with thanks kling,1
kling said he,1
said he took,1
he took the,1
took the proffered,1
the proffered manila,1
proffered manila envelope,1
manila envelope and,1
envelope and went,1
and went down,1
down the corridor,1
the corridor to,1
corridor to a,1
to a phone,1
a phone booth,1
phone booth he,1
booth he dialed,1
he dialed frederick,1
dialed frederick and,1
frederick and asked,1
and asked to,1
asked to talk,1
to talk to,1
talk to steve,1
to steve carella,1
steve carella some,1
carella some weather,1
some weather huh,1
weather huh carella,1
said the end,1
the end kling,1
end kling answered,1
kling answered listen,1
answered listen i,1
listen i dug,1
i dug up,1
dug up two,1
up two possibles,1
two possibles from,1
possibles from the,1
from the files,1
the files here,1
files here thought,1
here thought i,1
thought i d,1
i d hit,1
d hit the,1
hit the first,1
the first before,1
first before lunch,1
before lunch you,1
lunch you want,1
want to come,1
to come with,1
come with me,1
with me sure,1
me sure carella,1
sure carella said,1
carella said where,1
said where shall,1
where shall i,1
shall i meet,1
i meet you,1
meet you well,1
you well the,1
well the first,1
the first guy,1
first guy is,1
is a merchant,1
a merchant seaman,1
merchant seaman vanished,1
seaman vanished on,1
vanished on february,1
on february fourteenth,1
february fourteenth valentine,1
fourteenth valentine s,1
s day his,1
day his wife,1
his wife reported,1
wife reported him,1
him missing she,1
missing she lives,1
she lives on,1
lives on detavoner,1
on detavoner near,1
detavoner near south,1
near south meet,1
south meet you,1
meet you on,1
you on the,1
the corner there,1
corner there fine,1
there fine kling,1
fine kling said,1
kling said were,1
said were there,1
there any calls,1
any calls for,1
calls for me,1
for me claire,1
me claire yeah,1
claire yeah said,1
yeah said you,1
you should call,1
should call her,1
call her back,1
her back as,1
back as soon,1
as soon as,1
soon as you,1
as you got,1
got a oh,1
a oh okay,1
oh okay thanks,1
okay thanks kling,1
kling said i,1
said i ll,1
i ll see,1
ll see you,1
see you in,1
you in about,1
in about a,1
about a okay,1
a okay right,1
okay right stay,1
right stay out,1
stay out of,1
of the and,1
the and he,1
and he hung,1
he hung up,1
hung up now,1
up now standing,1
now standing in,1
standing in the,1
the rain on,1
rain on what,1
on what was,1
what was probably,1
was probably the,1
probably the most,1
the most exposed,1
most exposed corner,1
exposed corner in,1
corner in the,1
entire city kling,1
city kling tried,1
kling tried to,1
tried to crawl,1
to crawl deep,1
crawl deep into,1
into his trench,1
his trench coat,1
trench coat tried,1
coat tried to,1
tried to form,1
to form an,1
form an airtight,1
an airtight watertight,1
airtight watertight seal,1
watertight seal where,1
seal where his,1
where his hands,1
his hands were,1
hands were thrust,1
were thrust deep,1
thrust deep into,1
into his coat,1
his coat pockets,1
coat pockets tried,1
pockets tried to,1
tried to pull,1
to pull in,1
pull in his,1
in his neck,1
his neck like,1
neck like a,1
like a turtle,1
a turtle but,1
turtle but nothing,1
but nothing worked,1
nothing worked against,1
worked against the,1
against the goddamn,1
the goddamn rain,1
goddamn rain everything,1
rain everything was,1
everything was wet,1
was wet and,1
cold and clammy,1
and clammy and,1
clammy and where,1
and where the,1
where the hell,1
hell was carella,1
was carella i,1
carella i wish,1
wish i wore,1
i wore a,1
wore a hat,1
a hat he,1
hat he thought,1
thought i wish,1
wish i were,1
i were that,1
were that kind,1
kind of american,1
of american advertising,1
american advertising executive,1
advertising executive who,1
executive who could,1
who could feel,1
could feel comfortable,1
feel comfortable in,1
comfortable in a,1
in a hat,1
a hat hatless,1
hat hatless his,1
hatless his blond,1
his blond hair,1
blond hair soaked,1
hair soaked and,1
soaked and plastered,1
and plastered to,1
plastered to his,1
to his skull,1
his skull kling,1
skull kling stood,1
kling stood on,1
on the street,1
the street corner,1
street corner observing,1
corner observing a,1
observing a the,1
a the open,1
the open parking,1
open parking lot,1
parking lot on,1
lot on one,1
on one corner,1
one corner b,1
corner b the,1
b the skyscraper,1
the skyscraper under,1
skyscraper under construction,1
under construction on,1
construction on the,1
on the opposite,1
the opposite corner,1
opposite corner c,1
corner c the,1
c the park,1
the park on,1
park on the,1
on the third,1
the third corner,1
third corner d,1
corner d the,1
d the blank,1
the blank wall,1
blank wall of,1
wall of a,1
of a warehouse,1
a warehouse on,1
warehouse on the,1
the fourth corner,1
fourth corner no,1
corner no canopies,1
no canopies under,1
canopies under which,1
under which to,1
which to stand,1
to stand no,1
stand no doorways,1
no doorways into,1
doorways into which,1
into which a,1
which a man,1
a man could,1
man could duck,1
could duck nothing,1
duck nothing but,1
nothing but the,1
but the wide,1
the wide open,1
wide open spaces,1
open spaces of,1
spaces of isola,1
isola and the,1
the rain driving,1
rain driving across,1
driving across those,1
across those spaces,1
those spaces like,1
spaces like a,1
like a cossack,1
a cossack charge,1
cossack charge in,1
charge in an,1
in an spectacle,1
an spectacle damn,1
spectacle damn you,1
damn you carella,1
you carella where,1
carella where are,1
where are you,1
are you aw,1
you aw come,1
aw come on,1
come on steve,1
on steve he,1
steve he thought,1
he thought have,1
thought have a,1
have a heart,1
heart the unmarked,1
the unmarked police,1
unmarked police sedan,1
police sedan pulled,1
sedan pulled to,1
the curb a,1
curb a sign,1
a sign on,1
sign on the,1
on the lamppost,1
the lamppost read,1
lamppost read no,1
read no parking,1
no parking or,1
parking or standing,1
or standing to,1
standing to carella,1
to carella parked,1
carella parked the,1
parked the car,1
car and got,1
and got out,1
got out hi,1
out hi he,1
hi he said,1
he said been,1
said been waiting,1
been waiting long,1
waiting long what,1
long what the,1
the hell kept,1
hell kept you,1
kept you kling,1
you kling wanted,1
kling wanted to,1
to know grossman,1
know grossman called,1
grossman called from,1
called from the,1
from the lab,1
the lab just,1
lab just as,1
just as i,1
i was yeah,1
was yeah so,1
yeah so what,1
so what he,1
what he s,1
he s working,1
s working on,1
working on both,1
on both the,1
both the hand,1
hand and the,1
and the bag,1
the bag now,1
bag now says,1
now says he,1
says he ll,1
he ll have,1
ll have a,1
have a report,1
a report for,1
report for us,1
for us sometime,1
us sometime will,1
sometime will he,1
will he get,1
he get any,1
get any prints,1
any prints from,1
prints from the,1
the hand he,1
hand he doubts,1
he doubts it,1
doubts it the,1
it the finger,1
the finger tips,1
finger tips are,1
tips are cut,1
are cut to,1
cut to ribbons,1
to ribbons listen,1
ribbons listen can,1
listen can t,1
can t we,1
t we discuss,1
we discuss this,1
discuss this over,1
this over a,1
over a cup,1
of coffee must,1
coffee must we,1
must we stand,1
we stand here,1
stand here in,1
the rain and,1
rain and i,1
and i d,1
i d also,1
d also like,1
also like to,1
look at that,1
at that missing,1
that missing person,1
missing person sheet,1
person sheet before,1
sheet before we,1
before we see,1
see this i,1
this i can,1
i can use,1
can use a,1
use a cup,1
of coffee kling,1
coffee kling said,1
kling said does,1
said does she,1
does she knew,1
she knew we,1
knew we re,1
we re coming,1
re coming the,1
coming the guy,1
the guy s,1
guy s wife,1
s wife no,1
wife no you,1
no you think,1
think i should,1
i should have,1
should have called,1
have called no,1
called no better,1
no better this,1
better this way,1
this way maybe,1
way maybe we,1
maybe we ll,1
we ll find,1
ll find her,1
find her with,1
her with a,1
with a body,1
a body in,1
body in a,1
in a trunk,1
a trunk and,1
trunk and a,1
and a meat,1
meat cleaver in,1
cleaver in her,1
in her dainty,1
her dainty sure,1
dainty sure there,1
sure there s,1
there s a,1
s a diner,1
a diner in,1
diner in the,1
of the block,1
the block let,1
block let s,1
s get the,1
get the coffee,1
the coffee there,1
coffee there you,1
there you can,1
you can look,1
can look over,1
look over the,1
over the sheet,1
the sheet while,1
sheet while i,1
while i buzz,1
i buzz good,1
buzz good carella,1
good carella said,1
carella said they,1
said they walked,1
they walked to,1
to the diner,1
the diner sat,1
diner sat in,1
sat in one,1
of the booths,1
the booths and,1
booths and ordered,1
and ordered two,1
ordered two cups,1
two cups of,1
cups of coffee,1
of coffee while,1
coffee while kling,1
while kling went,1
kling went to,1
went to call,1
to call his,1
call his fiancée,1
his fiancée carella,1
fiancée carella sipped,1
carella sipped at,1
sipped at his,1
at his coffee,1
coffee and studied,1
studied the report,1
the report he,1
report he read,1
it through once,1
through once and,1
once and then,1
then he read,1
it through a,1
through a second,1
a second time,1
second time this,1
time this is,1
this is what,1
is what it,1
what it said,1
it said картинка,1
said картинка картинка,1
картинка картинка when,1
картинка when kling,1
when kling came,1
kling came back,1
came back to,1
to the table,1
the table there,1
table there was,1
was a smile,1
a smile on,1
smile on his,1
on his face,1
his face what,1
face what s,1
what s up,1
s up carella,1
up carella asked,1
carella asked oh,1
asked oh nothing,1
oh nothing much,1
nothing much claire,1
much claire s,1
claire s father,1
s father left,1
father left for,1
left for new,1
for new jersey,1
new jersey this,1
jersey this morning,1
this morning that,1
morning that s,1
s all won,1
all won t,1
won t be,1
t be back,1
be back until,1
back until which,1
until which gives,1
which gives you,1
gives you an,1
you an empty,1
an empty apartment,1
empty apartment for,1
apartment for the,1
for the weekend,1
the weekend huh,1
weekend huh carella,1
said well i,1
well i wasn,1
wasn t thinking,1
t thinking of,1
thinking of anything,1
of anything like,1
anything like that,1
like that kling,1
that kling said,1
kling said no,1
said no of,1
no of course,1
of course but,1
course but it,1
but it might,1
might be nice,1
be nice kling,1
nice kling admitted,1
kling admitted when,1
admitted when are,1
when are you,1
are you going,1
going to marry,1
to marry that,1
marry that girl,1
that girl she,1
girl she wants,1
she wants to,1
wants to get,1
to get her,1
get her master,1
her master s,1
master s degree,1
s degree before,1
degree before we,1
we get why,1
get why how,1
why how do,1
i know she,1
know she s,1
she s kling,1
s kling shrugged,1
kling shrugged she,1
shrugged she s,1
she s psychotic,1
s psychotic how,1
psychotic how do,1
