N-gram,Count 
to wade through,1
wade through .,1
through . the,1
. the job,1
"the job ,",1
"job , nonetheless",1
"nonetheless , did",1
", did get",1
did get somewhat,1
get somewhat boring,1
"somewhat boring ,",1
"boring , and",1
he did since,1
did since he,1
studying the february,1
"february file ,",1
"file , anyway",1
", anyway take",1
anyway take a,1
take a peek,1
a peek into,1
peek into the,1
into the folder,1
the folder of,1
folder of the,1
the missing exotic,1
missing exotic dancer,1
"exotic dancer ,",1
"dancer , bubbles",1
", bubbles caesar",1
caesar . he,1
"to admit ,",1
"admit , after",1
", after studying",1
after studying the,1
studying the several,1
the several photos,1
several photos of,1
photos of her,1
of her in,1
her in the,1
in the folder,1
"the folder ,",1
"folder , that",1
", that whoever",1
that whoever had,1
whoever had named,1
had named this,1
named this performer,1
this performer had,1
performer had a,1
had a decided,1
a decided knack,1
decided knack for,1
knack for themot,1
for themot juste,1
themot juste .,1
juste . looking,1
. looking at,1
looking at the,1
at the pictures,1
the pictures of,1
pictures of the,1
of the stripper,1
the stripper made,1
stripper made him,1
made him think,1
him think of,1
think of claire,1
of claire townsend,1
"claire townsend ,",1
"townsend , and",1
", and thinking",1
and thinking of,1
thinking of claire,1
of claire made,1
claire made him,1
made him wish,1
him wish it,1
wish it was,1
it was tonight,1
was tonight instead,1
tonight instead of,1
instead of this,1
of this morning,1
this morning .,1
morning . he,1
. he lighted,1
he lighted another,1
lighted another cigarette,1
"another cigarette ,",1
"cigarette , ruefully",1
", ruefully put",1
ruefully put away,1
put away miss,1
away miss caesar,1
miss caesar s,1
caesar s folder,1
"s folder ,",1
"folder , and",1
", and got",1
and got back,1
again . by,1
. by that,1
by that morning,1
"morning , he",1
he had turned,1
had turned up,1
turned up only,1
up only two,1
only two possible,1
two possible nominations,1
possible nominations for,1
nominations for the,1
for the missing,1
missing persons award,1
persons award .,1
award . he,1
he went down,1
down the hall,1
the hall and,1
hall and had,1
and had both,1
had both sheets,1
both sheets photostated,1
sheets photostated .,1
photostated . bartholdi,1
". bartholdi ,",1
"bartholdi , who",1
", who did",1
the job for,1
job for him,1
"him , seemed",1
", seemed to",1
seemed to be,1
be in a,1
in a more,1
a more serious,1
more serious frame,1
serious frame of,1
of mind now,1
mind now .,1
now . these,1
. these what,1
these what you,1
what you were,1
you were looking,1
"looking for ,",1
"for , kid",1
", kid ?",1
kid ? he,1
they re only,1
re only possibilities,1
only possibilities .,1
possibilities . we,1
we ll see,1
ll see how,1
see how they,1
how they turn,1
they turn out,1
turn out .,1
out . what,1
what s the,1
s the case,1
"the case ,",1
"case , anyway",1
", anyway ?",1
anyway ? bartholdi,1
? bartholdi asked,1
bartholdi asked .,1
asked . one,1
. one of,1
of our patrolmen,1
our patrolmen found,1
patrolmen found a,1
found a severed,1
a severed hand,1
severed hand in,1
hand in a,1
in a bag,1
a bag .,1
bag . psssssss,1
bartholdi said and,1
said and he,1
pulled a face,1
a face .,1
face . yeah,1
yeah . right,1
. right in,1
street . near,1
. near a,1
near a bus,1
a bus stop,1
stop . psssssss,1
bartholdi said again,1
again . yeah,1
yeah . a,1
a woman ?,1
woman ? the,1
? the hand,1
"hand , i",1
mean . a,1
of a bag,1
a bag ?,1
bag ? a,1
? a shopping,1
a shopping bag,1
shopping bag ?,1
bag ? no,1
"no , kling",1
said . an,1
. an airlines,1
an airlines bag,1
airlines bag .,1
bag . you,1
you know these,1
know these bags,1
these bags they,1
bags they give,1
they give out,1
give out ?,1
out ? these,1
? these little,1
these little blue,1
little blue ones,1
blue ones ?,1
ones ? this,1
? this one,1
this one came,1
one came from,1
came from an,1
from an outfit,1
an outfit called,1
outfit called circle,1
called circle airlines,1
airlines . a,1
. a high,1
a high flying,1
high flying killer,1
"flying killer ,",1
"killer , huh",1
huh ? bartholdi,1
? bartholdi said,1
"well , here",1
", here are",1
here are the,1
are the stats,1
"the stats ,",1
"stats , kid",1
", kid .",1
kid . good,1
. good luck,1
good luck with,1
luck with them,1
with them .,1
them . thanks,1
he took the,1
took the proffered,1
the proffered manila,1
proffered manila envelope,1
manila envelope and,1
envelope and went,1
and went down,1
down the corridor,1
the corridor to,1
corridor to a,1
to a phone,1
a phone booth,1
phone booth .,1
booth . he,1
. he dialed,1
he dialed frederick,1
dialed frederick and,1
frederick and asked,1
and asked to,1
asked to talk,1
to talk to,1
talk to steve,1
to steve carella,1
steve carella .,1
carella . some,1
. some weather,1
"some weather ,",1
"weather , huh",1
. the end,1
"the end ,",1
"end , kling",1
kling answered .,1
answered . listen,1
", i dug",1
i dug up,1
dug up two,1
up two possibles,1
two possibles from,1
possibles from the,1
from the files,1
the files here,1
files here .,1
here . thought,1
. thought i,1
thought i d,1
i d hit,1
d hit the,1
hit the first,1
the first before,1
first before lunch,1
before lunch .,1
lunch . you,1
want to come,1
to come with,1
come with me,1
me ? sure,1
"? sure ,",1
"sure , carella",1
said . where,1
. where shall,1
where shall i,1
shall i meet,1
i meet you,1
meet you ?,1
you ? well,1
", the first",1
the first guy,1
first guy is,1
is a merchant,1
a merchant seaman,1
"merchant seaman ,",1
"seaman , vanished",1
", vanished on",1
vanished on february,1
on february fourteenth,1
"february fourteenth ,",1
"fourteenth , valentine",1
", valentine s",1
day . his,1
. his wife,1
his wife reported,1
wife reported him,1
missing . she,1
. she lives,1
she lives on,1
lives on detavoner,1
"on detavoner ,",1
"detavoner , near",1
", near south",1
near south eleventh,1
south eleventh .,1
eleventh . meet,1
. meet you,1
meet you on,1
you on the,1
the corner there,1
corner there ?,1
there ? fine,1
"? fine ,",1
said . were,1
. were there,1
there any calls,1
any calls for,1
calls for me,1
for me ?,1
me ? claire,1
? claire called,1
claire called .,1
called . yeah,1
yeah ? said,1
? said you,1
said you should,1
you should call,1
should call her,1
call her back,1
her back as,1
back as soon,1
as soon as,1
soon as you,1
as you got,1
got a chance,1
a chance .,1
chance . oh,1
oh ? okay,1
"okay , thanks",1
i ll see,1
ll see you,1
see you in,1
you in about,1
in about a,1
about a half,1
"half hour ,",1
"hour , okay",1
", okay ?",1
okay ? right,1
? right .,1
right . stay,1
. stay out,1
stay out of,1
rain . and,1
. and he,1
and he hung,1
he hung up,1
up . now,1
"now , standing",1
", standing in",1
standing in the,1
the rain on,1
rain on what,1
on what was,1
what was probably,1
was probably the,1
probably the most,1
the most exposed,1
most exposed corner,1
exposed corner in,1
corner in the,1
"entire city ,",1
"city , kling",1
", kling tried",1
kling tried to,1
tried to crawl,1
to crawl deep,1
crawl deep into,1
into his trench,1
his trench coat,1
"trench coat ,",1
"coat , tried",1
tried to form,1
to form an,1
form an airtight,1
"an airtight ,",1
"airtight , watertight",1
", watertight seal",1
watertight seal where,1
seal where his,1
where his hands,1
his hands were,1
hands were thrust,1
were thrust deep,1
thrust deep into,1
into his coat,1
his coat pockets,1
"coat pockets ,",1
"pockets , tried",1
tried to pull,1
to pull in,1
pull in his,1
in his neck,1
his neck like,1
neck like a,1
like a turtle,1
"a turtle ,",1
"turtle , but",1
", but nothing",1
but nothing worked,1
nothing worked against,1
worked against the,1
against the goddamn,1
the goddamn rain,1
"goddamn rain ,",1
"rain , everything",1
", everything was",1
everything was wet,1
was wet and,1
and cold and,1
cold and clammy,1
"and clammy ,",1
"clammy , and",1
", and where",1
and where the,1
where the hell,1
hell was carella,1
was carella ?,1
carella ? i,1
wish i wore,1
i wore a,1
wore a hat,1
"a hat ,",1
"hat , he",1
wish i were,1
i were that,1
were that kind,1
kind of american,1
of american advertising,1
american advertising executive,1
advertising executive who,1
executive who could,1
who could feel,1
could feel comfortable,1
feel comfortable in,1
comfortable in a,1
in a hat,1
a hat .,1
hat . hatless,1
". hatless ,",1
"hatless , his",1
", his blond",1
his blond hair,1
blond hair soaked,1
hair soaked and,1
soaked and plastered,1
and plastered to,1
plastered to his,1
to his skull,1
"his skull ,",1
"skull , kling",1
", kling stood",1
kling stood on,1
on the street,1
the street corner,1
street corner observing,1
corner observing a,1
observing a the,1
a the open,1
the open parking,1
open parking lot,1
parking lot on,1
lot on one,1
on one corner,1
one corner .,1
corner . b,1
. b the,1
b the skyscraper,1
the skyscraper under,1
skyscraper under construction,1
under construction on,1
construction on the,1
on the opposite,1
the opposite corner,1
opposite corner .,1
corner . c,1
. c the,1
c the fenced,1
the fenced in,1
fenced in park,1
in park on,1
park on the,1
on the third,1
the third corner,1
third corner .,1
corner . d,1
. d the,1
d the blank,1
the blank wall,1
blank wall of,1
wall of a,1
of a warehouse,1
a warehouse on,1
warehouse on the,1
the fourth corner,1
fourth corner .,1
corner . no,1
. no canopies,1
no canopies under,1
canopies under which,1
under which to,1
which to stand,1
to stand .,1
stand . no,1
. no doorways,1
no doorways into,1
doorways into which,1
into which a,1
which a man,1
a man could,1
man could duck,1
could duck .,1
duck . nothing,1
. nothing but,1
nothing but the,1
but the wide,1
the wide open,1
wide open spaces,1
open spaces of,1
spaces of isola,1
isola and the,1
the rain driving,1
rain driving across,1
driving across those,1
across those spaces,1
those spaces like,1
spaces like a,1
like a cossack,1
a cossack charge,1
cossack charge in,1
charge in an,1
in an italian,1
an italian made,1
italian made spectacle,1
made spectacle .,1
spectacle . damn,1
. damn you,1
"damn you ,",1
", carella ,",1
"carella , where",1
", where are",1
where are you,1
you ? aw,1
"? aw ,",1
"aw , come",1
"on , steve",1
"steve , he",1
thought . have,1
. have a,1
have a heart,1
. the unmarked,1
the unmarked police,1
unmarked police sedan,1
police sedan pulled,1
sedan pulled to,1
curb . a,1
. a sign,1
a sign on,1
sign on the,1
on the lamppost,1
the lamppost read,1
lamppost read no,1
read no parking,1
no parking or,1
parking or standing,1
or standing a,1
standing a .,1
m . to,1
. to p,1
to p .,1
p . m,1
m . carella,1
. carella parked,1
carella parked the,1
parked the car,1
car and got,1
and got out,1
got out .,1
out . hi,1
". hi ,",1
"hi , he",1
said . been,1
. been waiting,1
been waiting long,1
waiting long ?,1
long ? what,1
? what the,1
the hell kept,1
hell kept you,1
? kling wanted,1
kling wanted to,1
know . grossman,1
. grossman called,1
grossman called from,1
called from the,1
from the lab,1
the lab just,1
lab just as,1
just as i,1
i was leaving,1
was leaving .,1
leaving . yeah,1
yeah ? so,1
? so what,1
so what .,1
what . .,1
. ? he,1
he s working,1
s working on,1
working on both,1
on both the,1
both the hand,1
hand and the,1
and the bag,1
the bag now,1
"bag now ,",1
"now , says",1
", says he",1
says he ll,1
he ll have,1
ll have a,1
have a report,1
a report for,1
report for us,1
for us sometime,1
us sometime tomorrow,1
sometime tomorrow .,1
tomorrow . will,1
. will he,1
will he get,1
he get any,1
get any prints,1
any prints from,1
prints from the,1
hand ? he,1
? he doubts,1
he doubts it,1
doubts it .,1
it . the,1
. the finger,1
the finger tips,1
finger tips are,1
tips are cut,1
are cut to,1
cut to ribbons,1
to ribbons .,1
ribbons . listen,1
"listen , can",1
", can t",1
can t we,1
t we discuss,1
we discuss this,1
discuss this over,1
this over a,1
over a cup,1
of coffee ?,1
coffee ? must,1
? must we,1
must we stand,1
we stand here,1
stand here in,1
the rain ?,1
rain ? and,1
? and i,1
and i d,1
i d also,1
d also like,1
also like to,1
look at that,1
at that missing,1
that missing person,1
missing person sheet,1
person sheet before,1
sheet before we,1
before we see,1
see this woman,1
this woman .,1
woman . i,1
i can use,1
can use a,1
use a cup,1
"of coffee ,",1
"coffee , kling",1
said . does,1
. does she,1
does she knew,1
she knew we,1
knew we re,1
we re coming,1
re coming ?,1
coming ? the,1
? the guy,1
the guy s,1
guy s wife,1
s wife ?,1
wife ? no,1
no . you,1
think i should,1
i should have,1
should have called,1
have called ?,1
called ? no,1
"no , better",1
", better this",1
better this way,1
this way .,1
way . maybe,1
. maybe we,1
maybe we ll,1
we ll find,1
ll find her,1
find her with,1
her with a,1
with a body,1
a body in,1
body in a,1
in a trunk,1
a trunk and,1
trunk and a,1
and a meat,1
meat cleaver in,1
cleaver in her,1
in her dainty,1
her dainty fist,1
dainty fist .,1
fist . sure,1
sure . there,1
. there s,1
there s a,1
s a diner,1
a diner in,1
diner in the,1
of the block,1
the block .,1
block . let,1
s get the,1
get the coffee,1
the coffee there,1
coffee there .,1
there . you,1
you can look,1
can look over,1
look over the,1
over the sheet,1
the sheet while,1
sheet while i,1
while i buzz,1
i buzz claire,1
buzz claire .,1
claire . good,1
". good ,",1
"good , carella",1
said . they,1
. they walked,1
they walked to,1
to the diner,1
"the diner ,",1
"diner , sat",1
", sat in",1
sat in one,1
of the booths,1
"the booths ,",1
"booths , and",1
", and ordered",1
and ordered two,1
ordered two cups,1
two cups of,1
cups of coffee,1
coffee . while,1
. while kling,1
while kling went,1
kling went to,1
went to call,1
to call his,1
call his fiancée,1
"his fiancée ,",1
"fiancée , carella",1
", carella sipped",1
carella sipped at,1
sipped at his,1
at his coffee,1
coffee and studied,1
studied the report,1
the report .,1
report . he,1
. he read,1
it through once,1
"through once ,",1
"once , and",1
then he read,1
it through a,1
through a second,1
a second time,1
second time .,1
time . this,1
this is what,1
is what it,1
what it said,1
it said картинка,1
said картинка image,1
. jpg картинка,1
jpg картинка image,1
. jpg when,1
jpg when kling,1
when kling came,1
kling came back,1
came back to,1
to the table,1
"the table ,",1
"table , there",1
", there was",1
was a smile,1
a smile on,1
smile on his,1
on his face,1
his face .,1
face . what,1
what s up,1
s up ?,1
up ? carella,1
"oh , nothing",1
", nothing much",1
nothing much .,1
much . claire,1
claire s father,1
s father left,1
father left for,1
left for new,1
for new jersey,1
new jersey this,1
jersey this morning,1
"this morning ,",1
"morning , that",1
all . won,1
. won t,1
won t be,1
t be back,1
be back until,1
back until monday,1
until monday .,1
monday . which,1
. which gives,1
which gives you,1
gives you an,1
you an empty,1
an empty apartment,1
empty apartment for,1
apartment for the,1
for the weekend,1
"the weekend ,",1
"weekend , huh",1
wasn t thinking,1
t thinking of,1
thinking of anything,1
of anything like,1
anything like that,1
"that , kling",1
"no , of",1
of course not,1
course not .,1
not . but,1
but it might,1
might be nice,1
"be nice ,",1
"nice , kling",1
", kling admitted",1
kling admitted .,1
admitted . when,1
. when are,1
when are you,1
are you going,1
going to marry,1
to marry that,1
marry that girl,1
that girl ?,1
girl ? she,1
? she wants,1
she wants to,1
wants to get,1
to get her,1
get her master,1
her master s,1
master s degree,1
s degree before,1
degree before we,1
we get married,1
get married .,1
married . why,1
why ? how,1
know ? she,1
? she s,1
she s insecure,1
s insecure .,1
insecure . kling,1
shrugged . she,1
. she s,1
she s psychotic,1
s psychotic .,1
psychotic . how,1
know ? what,1
what does she,1
does she want,1
she want after,1
want after the,1
after the master,1
master s ?,1
s ? a,1
? a doctorate,1
a doctorate ?,1
doctorate ? maybe,1
maybe . kling,1
shrugged . listen,1
", i ask",1
i ask her,1
ask her to,1
her to marry,1
to marry me,1
marry me every,1
me every time,1
time i see,1
i see her,1
see her .,1
. she wants,1
she wants the,1
wants the master,1
master s .,1
s . so,1
so what can,1
do ? i,1
m in love,1
love with her,1
her . can,1
can i tell,1
i tell her,1
tell her to,1
her to go,1
to go to,1
go to hell,1
to hell ?,1
hell ? i,1
? i suppose,1
i suppose not,1
suppose not .,1
t . kling,1
. kling paused,1
kling paused .,1
paused . i,1
"the hell ,",1
"hell , steve",1
"steve , if",1
", if a",1
if a girl,1
a girl wants,1
girl wants an,1
wants an education,1
"an education ,",1
"education , it",1
s not my,1
not my right,1
my right to,1
right to say,1
to say no,1
"say no ,",1
"no , is",1
", is it",1
i guess not,1
guess not .,1
would you have,1
you have said,1
have said no,1
said no to,1
no to teddy,1
to teddy ?,1
teddy ? i,1
think so .,1
so . well,1
", there you",1
there you are,1
are . sure,1
the hell else,1
hell else can,1
else can i,1
"do , steve",1
? i either,1
i either wait,1
either wait for,1
wait for her,1
"for her ,",1
"her , or",1
", or i",1
or i decide,1
i decide not,1
decide not to,1
not to marry,1
"her , right",1
right ? right,1
"? right ,",1
"right , carella",1
. and since,1
and since i,1
since i want,1
i want to,1
want to marry,1
"her , i",1
", i have",1
i have no,1
have no choice,1
no choice .,1
choice . i,1
. i wait,1
i wait .,1
wait . he,1
he paused thoughtfully,1
paused thoughtfully .,1
thoughtfully . jesus,1
", i hope",1
i hope she,1
hope she isn,1
she isn t,1
isn t one,1
t one of,1
of those perennial,1
those perennial schoolgirl,1
perennial schoolgirl types,1
schoolgirl types .,1
types . he,1
s nothing i,1
nothing i can,1
i can do,1
can do about,1
do about it,1
i ll just,1
ll just have,1
just have to,1
have to wait,1
"to wait ,",1
"wait , that",1
all . that,1
. that sounds,1
that sounds like,1
sounds like sound,1
like sound deduction,1
sound deduction .,1
deduction . sure,1
sure . the,1
the only thing,1
only thing is,1
thing is .,1
"well , to",1
", to be",1
to be absolutely,1
be absolutely truthful,1
absolutely truthful with,1
truthful with you,1
"with you ,",1
"you , steve",1
"steve , i",1
m afraid she,1
afraid she ll,1
she ll get,1
ll get pregnant,1
get pregnant or,1
pregnant or something,1
"something , and",1
then we llhave,1
we llhave to,1
llhave to get,1
to get married,1
"get married ,",1
"married , do",1
mean ? and,1
? and that,1
and that ll,1
that ll be,1
ll be different,1
be different than,1
different than if,1
than if we,1
if we just,1
we just got,1
just got married,1
got married because,1
married because we,1
because we felt,1
we felt like,1
felt like it,1
"mean , even",1
", even though",1
even though we,1
though we love,1
we love each,1
love each other,1
each other and,1
other and all,1
"and all ,",1
"all , it",1
", it d",1
it d be,1
d be different,1
be different .,1
different . oh,1
know what to,1
what to do,1
do . just,1
. just be,1
just be careful,1
"be careful ,",1
"careful , that",1
am . i,1
"mean , we",1
"we are ,",1
"are , we",1
we are .,1
are . you,1
want to know,1
to know something,1
"know something ,",1
"something , steve",1
steve ? what,1
? what ?,1
what ? i,1
i could keep,1
could keep my,1
keep my hands,1
my hands off,1
hands off her,1
off her .,1
her . you,1
"know , i",1
i wish we,1
wish we didn,1
to . .,1
"know , my",1
", my landlady",1
my landlady looks,1
landlady looks at,1
looks at me,1
at me cockeyed,1
me cockeyed every,1
cockeyed every time,1
time i bring,1
i bring claire,1
bring claire upstairs,1
claire upstairs .,1
upstairs . and,1
and then i,1
then i have,1
have to rush,1
to rush her,1
rush her home,1
her home because,1
home because her,1
because her father,1
her father is,1
father is the,1
is the strictest,1
the strictest guy,1
strictest guy who,1
guy who ever,1
who ever walked,1
ever walked the,1
walked the earth,1
the earth .,1
earth . i,1
i m surprised,1
m surprised he,1
surprised he s,1
he s leaving,1
s leaving her,1
leaving her alone,1
her alone this,1
alone this weekend,1
this weekend .,1
weekend . but,1
but what i,1
i mean is,1
mean is .,1
"well , damnit",1
", damnit ,",1
"damnit , what",1
the hell does,1
hell does she,1
does she need,1
she need that,1
need that master,1
that master s,1
master s for,1
"s for ,",1
"for , steve",1
i could leave,1
could leave her,1
leave her alone,1
her alone until,1
alone until we,1
until we were,1
we were married,1
"were married ,",1
"married , but",1
but i just,1
i just can,1
just can t,1
t . i,1
"mean , all",1
", all i",1
all i have,1
have to do,1
to do is,1
do is be,1
is be with,1
be with her,1
"with her ,",1
", and my",1
and my mouth,1
my mouth goes,1
mouth goes dry,1
goes dry .,1
dry . is,1
. is it,1
is it that,1
that way with,1
way with .,1
with . .,1
"well , never",1
", never mind",1
"never mind ,",1
"mind , i",1
", i didn",1
didn t mean,1
t mean to,1
mean to get,1
to get personal,1
get personal .,1
personal . it,1
it s that,1
s that way,1
"that way ,",1
"way , carella",1
and he nodded,1
he nodded .,1
nodded . he,1
he seemed lost,1
seemed lost in,1
lost in thought,1
in thought for,1
a moment .,1
moment . then,1
ve got tomorrow,1
got tomorrow off,1
"tomorrow off ,",1
"off , but",1
", but not",1
but not sunday,1
not sunday .,1
sunday . do,1
you think somebody,1
think somebody would,1
somebody would want,1
would want to,1
want to switch,1
to switch with,1
switch with me,1
me ? like,1
? like for,1
like for a,1
for a tuesday,1
a tuesday or,1
tuesday or something,1
something ? i,1
? i hate,1
i hate to,1
hate to break,1
to break up,1
break up the,1
up the weekend,1
the weekend .,1
weekend . where,1
. where d,1
d you plan,1
you plan to,1
plan to spend,1
to spend the,1
spend the weekend,1
the weekend ?,1
. . all,1
"said , surprised",1
", surprised .",1
surprised . well,1
. . startingtonight,1
. startingtonight ?,1
startingtonight ? he,1
"he asked ,",1
"asked , astonished",1
", astonished .",1
astonished . well,1
i d give,1
d give you,1
give you my,1
you my sunday,1
"my sunday ,",1
"sunday , but",1
but i m,1
m afraid .,1
afraid . .,1
. . will,1
? kling said,1
"said , leaning",1
", leaning forward",1
leaning forward .,1
forward . .,1
you ll be,1
ll be a,1
be a wreck,1
a wreck on,1
wreck on monday,1
morning . carella,1
. carella paused,1
carella paused .,1
paused . all,1
weekend ? he,1
he asked again,1
asked again .,1
", it isn",1
it isn t,1
isn t often,1
t often the,1
often the old,1
old man goes,1
man goes away,1
goes away .,1
away . you,1
know . flaming,1
. flaming youth,1
"flaming youth ,",1
"youth , where",1
", where have",1
where have you,1
you gone ?,1
gone ? carella,1
head . sure,1
"sure , you",1
you can have,1
can have my,1
have my sunday,1
my sunday if,1
sunday if the,1
if the skipper,1
the skipper says,1
skipper says okay,1
says okay .,1
okay . thanks,1
"thanks , steve",1
steve . or,1
or did teddy,1
did teddy have,1
teddy have something,1
have something planned,1
something planned ?,1
planned ? carella,1
carella asked himself,1
asked himself .,1
himself . now,1
. now don,1
now don t,1
don t change,1
t change your,1
change your mind,1
"your mind ,",1
"mind , kling",1
kling said anxiously,1
said anxiously .,1
anxiously . okay,1
"okay , okay",1
", okay .",1
okay . he,1
. he tapped,1
he tapped the,1
tapped the missing,1
missing persons report,1
persons report with,1
report with his,1
with his forefinger,1
his forefinger .,1
forefinger . what,1
you think ?,1
think ? he,1
? he looks,1
he looks good,1
"looks good ,",1
"good , i",1
say . he,1
he s big,1
s big enough,1
"big enough ,",1
"enough , anyway",1
anyway . sixfour,1
. sixfour and,1
sixfour and weighs,1
and weighs two,1
weighs two ten,1
two ten .,1
ten . that,1
that s no,1
s no midget,1
"no midget ,",1
"midget , steve",1
steve . and,1
and that hand,1
that hand belonged,1
hand belonged to,1
to a big,1
man . carella,1
. carella finished,1
carella finished his,1
finished his coffee,1
coffee and said,1
"said , come",1
"on , lover",1
", lover man",1
"lover man ,",1
"man , let",1
s go see,1
go see mrs,1
see mrs .,1
androvich . as,1
as they rose,1
"they rose ,",1
"rose , kling",1
s not that,1
not that i,1
that i m,1
m a great,1
a great lover,1
great lover or,1
lover or anything,1
"anything , steve",1
steve . it,1
s just .,1
just . .,1
. well .,1
. . what,1
what ? kling,1
? kling grinned,1
kling grinned .,1
grinned . ilike,1
. ilike it,1
"ilike it ,",1
said . margaret,1
. margaret androvich,1
margaret androvich was,1
androvich was a,1
was a nineteen,1
a nineteen year,1
nineteen year old,1
year old blonde,1
old blonde who,1
"blonde who ,",1
"who , in",1
in the hands,1
the hands of,1
hands of our,1
of our more,1
our more skillful,1
more skillful novelists,1
"skillful novelists ,",1
"novelists , would",1
", would have",1
have been described,1
been described as,1
described as willowy,1
as willowy .,1
willowy . that,1
"say , she",1
she was skinny,1
was skinny .,1
skinny . the,1
. the diminutive,1
the diminutive meg,1
diminutive meg did,1
meg did not,1
did not exactly,1
not exactly apply,1
exactly apply to,1
apply to her,1
to her because,1
her because she,1
because she was,1
she was five,1
was five feet,1
half inches tall,1
inches tall with,1
tall with all,1
with all the,1
all the cuddly,1
the cuddly softness,1
cuddly softness of,1
softness of a,1
of a steel,1
a steel cable,1
steel cable .,1
cable . in,1
in the current,1
the current fashion,1
current fashion of,1
fashion of naming,1
of naming particularly,1
naming particularly svelte,1
particularly svelte women,1
svelte women with,1
women with particularly,1
with particularly ugly,1
particularly ugly names,1
"ugly names ,",1
"names , maggie",1
", maggie would",1
maggie would have,1
have been more,1
been more appropriate,1
more appropriate than,1
appropriate than the,1
than the meg,1
the meg thatkarl,1
meg thatkarl androvich,1
thatkarl androvich wore,1
androvich wore tattooed,1
wore tattooed in,1
tattooed in a,1
in a heart,1
a heart on,1
heart on his,1
on his left,1
his left arm,1
left arm .,1
arm . but,1
. but meg,1
but meg she,1
meg she was,1
"she was ,",1
"was , all",1
", all five",1
all five feet,1
half inches of,1
inches of her,1
"of her ,",1
and she greeted,1
she greeted the,1
greeted the detectives,1
the detectives at,1
detectives at the,1
at the door,1
the door with,1
door with calm,1
with calm and,1
calm and assurance,1
"and assurance ,",1
"assurance , ushered",1
", ushered them",1
ushered them into,1
them into her,1
into her living,1
her living room,1
", and asked",1
and asked them,1
asked them to,1
them to sit,1
to sit .,1
sit . they,1
. they sat,1
they sat .,1
sat . she,1
she was indeed,1
was indeed skinny,1
indeed skinny with,1
skinny with that,1
with that angular,1
that angular sort,1
angular sort of,1
sort of femininity,1
of femininity that,1
femininity that is,1
that is usually,1
is usually attributed,1
usually attributed to,1
attributed to fashion,1
to fashion models,1
fashion models .,1
models . she,1
she was not,1
"was not ,",1
"not , at",1
at the moment,1
"the moment ,",1
"moment , attired",1
", attired for",1
attired for the,1
for the pages,1
the pages ofvogue,1
pages ofvogue magazine,1
ofvogue magazine .,1
magazine . she,1
wearing a faded,1
a faded pink,1
faded pink quilted,1
pink quilted robe,1
quilted robe and,1
robe and furry,1
and furry pink,1
furry pink slippers,1
"pink slippers ,",1
"slippers , which",1
", which somehow",1
which somehow seemed,1
somehow seemed out,1
seemed out of,1
out of place,1
of place on,1
place on a,1
on a girl,1
a girl so,1
girl so tall,1
so tall .,1
tall . her,1
. her face,1
her face was,1
face was as,1
was as angular,1
as angular as,1
angular as her,1
as her body,1
"her body ,",1
"body , with",1
", with high",1
with high cheekbones,1
high cheekbones and,1
cheekbones and a,1
and a mouth,1
a mouth that,1
mouth that looked,1
that looked pouting,1
looked pouting even,1
pouting even without,1
even without the,1
without the benefit,1
the benefit of,1
benefit of lipstick,1
of lipstick .,1
lipstick . her,1
. her eyes,1
her eyes were,1
eyes were blue,1
were blue and,1
blue and large,1
"and large ,",1
"large , dominating",1
", dominating the",1
dominating the narrow,1
the narrow face,1
narrow face .,1
face . she,1
. she spoke,1
she spoke with,1
spoke with a,1
with a mild,1
"a mild ,",1
"mild , barely",1
", barely discernible",1
barely discernible southern,1
discernible southern accent,1
southern accent .,1
accent . she,1
. she carried,1
she carried about,1
carried about her,1
about her the,1
her the air,1
the air of,1
air of a,1
of a person,1
person who knows,1
who knows she,1
knows she is,1
she is about,1
is about to,1
about to be,1
to be struck,1
be struck in,1
struck in the,1
the face with,1
face with a,1
with a closed,1
a closed fist,1
closed fist but,1
fist but who,1
but who bears,1
who bears the,1
bears the eventuality,1
the eventuality with,1
eventuality with calm,1
with calm expectation,1
calm expectation .,1
expectation . is,1
. is this,1
is this about,1
this about karl,1
about karl ?,1
karl ? she,1
she asked gently,1
asked gently .,1
gently . yes,1
"yes , mrs",1
", carella answered",1
carella answered .,1
answered . have,1
have you heard,1
you heard anything,1
heard anything ?,1
anything ? is,1
? is he,1
is he all,1
he all right,1
right ? no,1
", nothing definite",1
"nothing definite ,",1
"definite , carella",1
. but something,1
but something ?,1
no . we,1
. we just,1
we just wanted,1
just wanted to,1
wanted to find,1
to find out,1
find out a,1
out a little,1
little more about,1
more about him,1
"him , that",1
see . she,1
. she nodded,1
she nodded vaguely,1
nodded vaguely .,1
vaguely . then,1
. then you,1
then you haven,1
you haven t,1
t heard anything,1
heard anything about,1
anything about him,1
about him .,1
him . no,1
", not really",1
not really .,1
really . i,1
see . again,1
. again she,1
again she nodded,1
she nodded .,1
nodded . can,1
. can you,1
can you tell,1
you tell us,1
tell us what,1
us what happened,1
what happened on,1
happened on the,1
on the morning,1
he left here,1
left here ?,1
here ? yes,1
"yes , she",1
. he just,1
he just left,1
"just left ,",1
"left , that",1
", that was",1
all . there,1
was nothing different,1
nothing different between,1
different between this,1
between this time,1
this time and,1
time and all,1
and all the,1
all the other,1
the other times,1
other times he,1
times he left,1
he left to,1
left to catch,1
to catch his,1
