N-gram,Count
i knew,1
knew i,1
knew as,1
as sure,1
sure as,1
standing there,1
there that,1
that if,1
i slapped,1
slapped a,1
a summons,1
summons on,1
would actually,1
actually go,1
go home,1
home and,1
and turn,1
turn on,1
gas or,1
or jump,1
jump out,1
window or,1
or slit,1
slit his,1
his throat,1
throat .,1
knew it,1
could just,1
just sense,1
sense itabout,1
itabout the,1
guy .,1
the good,1
good samaritan,1
samaritan .,1
", yeah",1
", samaritan",1
"samaritan ,",1
seen that,1
that guy,1
woman once,1
the youngest,1
youngest of,1
detectives started,1
"started ,",1
and patrolman,1
patrolman dick,1
dick genero,1
genero burst,1
burst into,1
the squadron,1
squadron carrying,1
carrying the,1
one look,1
and anyone,1
he carried,1
right hand,1
far away,1
his body,1
if afraid,1
afraid to,1
be contaminated,1
contaminated by,1
by it,1
he pushed,1
pushed his,1
his way,1
way through,1
the gate,1
gate in,1
the slatted,1
slatted railing,1
railing that,1
that separated,1
separated the,1
squadroom from,1
corridor outside,1
", went",1
went directly,1
directly to,1
to parker,1
and plunked,1
plunked the,1
bag down,1
down in,1
it with,1
a finality,1
finality that,1
that indicated,1
indicated he,1
had done,1
done his,1
his duty,1
duty and,1
was now,1
now glad,1
glad tobe,1
tobe rid,1
rid of,1
what have,1
", dick",1
dick ?,1
genero could,1
not speak,1
speak .,1
was white,1
were wide,1
wide .,1
he swallowed,1
swallowed several,1
several times,1
"times ,",1
but no,1
no words,1
words came,1
he kept,1
kept shaking,1
and pointing,1
pointing at,1
hawes stared,1
in puzzlement,1
"puzzlement ,",1
then began,1
began to,1
to unzip,1
unzip it,1
genero turned,1
turned away,1
seemed ready,1
to vomit,1
vomit momentarily,1
momentarily .,1
hawes looked,1
looked into,1
get this,1
what a,1
a goddamn,1
goddamn thing,1
morgue .,1
the rugged,1
rugged planes,1
planes of,1
face were,1
were twisted,1
twisted in,1
in pain,1
pain .,1
"morgue ,",1
it downstairs,1
downstairs .,1
carella picked,1
started out,1
cop for,1
time now,1
instantly from,1
the expression,1
expression on,1
on hawes,1
hawes s,1
face that,1
bag must,1
must contain,1
contain a,1
a segment,1
segment of,1
but let,1
get something,1
something straight,1
straight .,1
. deathis,1
deathis pretty,1
"disgusting ,",1
are no,1
no two,1
two ways,1
ways about,1
who like,1
like motion,1
motion pictures,1
pictures where,1
where a,1
man fires,1
fires a,1
gun and,1
dust explodes,1
explodes on,1
s chest,1
chest just,1
no blood,1
blood then,1
then police,1
police work,1
work is,1
the line,1
line for,1
. similarly,1
"similarly ,",1
who believe,1
that corpses,1
corpses look,1
look just,1
just like,1
like they,1
re sleeping,1
"sleeping ,",1
is fortunate,1
fortunate you,1
cop .,1
is seldom,1
seldom pretty,1
"pretty ,",1
fact the,1
the ugliest,1
ugliest and,1
and most,1
most frightening,1
frightening event,1
event that,1
that can,1
can over,1
over take,1
seen death,1
death at,1
at its,1
its ugliest,1
ugliest because,1
seen it,1
it as,1
the result,1
result of,1
of violent,1
violent upheaval,1
upheaval .,1
", puked",1
puked more,1
than once,1
once at,1
the things,1
things you,1
seen .,1
", trembled",1
trembled with,1
with fear,1
"fear ,",1
because death,1
death has,1
a terrifying,1
terrifying way,1
of reminding,1
reminding the,1
the strongest,1
strongest human,1
human that,1
that his,1
his flesh,1
flesh can,1
can bleed,1
bleed and,1
and his,1
bones can,1
can break,1
break .,1
you will,1
will never,1
never get,1
get used,1
corpse or,1
a part,1
corpse no,1
long you,1
you deal,1
how strong,1
strong you,1
how tough,1
tough you,1
you become,1
become .,1
reassuring about,1
who has,1
been worked,1
worked over,1
over with,1
hatchet .,1
the skull,1
a formidable,1
formidable piece,1
of bone,1
"bone ,",1
", assuming",1
assuming the,1
the characteristics,1
characteristics of,1
a melon,1
"melon ,",1
the parallel,1
parallel wounds,1
the criss,1
criss crossing,1
crossing wounds,1
the bleeding,1
bleeding ugly,1
ugly wounds,1
wounds covering,1
covering the,1
face and,1
the neck,1
the windpipe,1
windpipe exposed,1
exposed and,1
and raw,1
"raw ,",1
", throbbing",1
throbbing with,1
color so,1
so bright,1
"bright ,",1
but throbbing,1
throbbing only,1
only with,1
color because,1
because life,1
life is,1
is gone,1
", life",1
life has,1
has fled,1
fled beneath,1
beneath the,1
the battering,1
battering rigidity,1
rigidity of,1
an impersonal,1
impersonal hatchet,1
hatchet blade,1
blade there,1
reassuring .,1
beautiful about,1
the post,1
post mortem,1
mortem decomposition,1
decomposition of,1
", child",1
child or,1
or adult,1
"adult ,",1
gas formation,1
"formation ,",1
the discoloration,1
discoloration of,1
of head,1
and trunk,1
trunk tissues,1
"tissues ,",1
the separation,1
separation of,1
of epidermis,1
"epidermis ,",1
the staining,1
staining of,1
of veins,1
"veins ,",1
the protrusion,1
protrusion of,1
of tongue,1
"tongue ,",1
", decomposed",1
decomposed liquefied,1
liquefied fat,1
fat soaking,1
soaking through,1
skin resulting,1
resulting in,1
in large,1
large yellow,1
yellow stained,1
stained areas,1
areas there,1
beautiful .,1
tender about,1
about bullet,1
bullet wounds,1
the smeared,1
smeared and,1
and lacerated,1
lacerated flesh,1
flesh of,1
of contact,1
contact wounds,1
the subcutaneous,1
subcutaneous explosion,1
explosion of,1
of gases,1
"gases ,",1
the tissues,1
tissues seared,1
seared and,1
and blackened,1
blackened by,1
by flame,1
flame and,1
and smoke,1
the embedded,1
embedded powder,1
powder grains,1
"grains ,",1
the gaping,1
gaping holes,1
holes in,1
flesh there,1
tender .,1
and frightening,1
learn to,1
to deal,1
with what,1
disgusting or,1
or you,1
you quit,1
quit the,1
the object,1
object in,1
the overnight,1
", ugly",1
who received,1
received it,1
morgue was,1
an assistant,1
assistant medical,1
examiner named,1
named paul,1
paul blaney,1
a short,1
short man,1
a scraggly,1
scraggly black,1
black mustache,1
mustache and,1
and violet,1
violet eyes,1
blaney didn,1
t particularly,1
particularly enjoy,1
enjoy handling,1
the remains,1
of dead,1
dead people,1
"people ,",1
he often,1
often wondered,1
why he,1
he the,1
the junior,1
junior member,1
member on,1
s staff,1
staff was,1
was invariably,1
invariably given,1
given the,1
most particularly,1
particularly obnoxious,1
obnoxious stiffs,1
stiffs to,1
"examine ,",1
those who,1
in automobile,1
automobile accidents,1
"accidents ,",1
or fires,1
"fires ,",1
or whose,1
whose remains,1
remains had,1
been chewed,1
chewed to,1
ribbons by,1
by marauding,1
marauding rats,1
job to,1
that job,1
job was,1
was given,1
given a,1
hand that,1
that has,1
severed at,1
wrist from,1
the remainder,1
remainder of,1
i determine,1
"race ,",1
", sex",1
"sex ,",1
", age",1
", probable",1
"height ,",1
and probable,1
probable weight,1
whom it,1
it belonged,1
belonged ?,1
a maximum,1
maximum of,1
of dispatch,1
"dispatch ,",1
a minimum,1
minimum of,1
of emotional,1
emotional involvement,1
"involvement ,",1
blaney set,1
set to,1
. fortunately,1
still covered,1
with skin,1
lot of,1
bodies he,1
he received,1
received simply,1
simply weren,1
so it,1
was quite,1
quite simple,1
race of,1
whom the,1
had belonged,1
belonged .,1
blaney determined,1
determined that,1
that race,1
race rather,1
rather quickly,1
"quickly ,",1
then jotted,1
jotted the,1
slip of,1
of paper,1
paper .,1
. race,1
sex was,1
another thing,1
thing again,1
was simple,1
to identify,1
an individual,1
individual if,1
the examiner,1
examiner was,1
was presented,1
with remains,1
the breasts,1
breasts or,1
or sexual,1
sexual organs,1
"organs ,",1
but all,1
all blaney,1
had was,1
. period,1
period .,1
in general,1
"general ,",1
blaney knew,1
the female,1
female of,1
the species,1
species usually,1
usually had,1
had less,1
less body,1
body hair,1
hair than,1
the male,1
more delicate,1
delicate extremities,1
"extremities ,",1
more subcutaneous,1
subcutaneous fat,1
fat and,1
and less,1
less musculature,1
musculature .,1
were smaller,1
smaller and,1
and lighter,1
"lighter ,",1
with thinner,1
thinner shafts,1
shafts and,1
and wider,1
wider medullary,1
hand on,1
the autopsy,1
autopsy table,1
table was,1
huge one,1
it measured,1
measured twenty,1
twenty five,1
five centimeters,1
the tip,1
tip of,1
middle finger,1
finger to,1
the base,1
base of,1
severed wrist,1
"wrist ,",1
that came,1
to something,1
something more,1
than nine,1
nine and,1
inches when,1
when translated,1
translated into,1
into laymen,1
laymen s,1
s english,1
english .,1
blaney could,1
not conceive,1
conceive of,1
of such,1
hand having,1
having belonged,1
", unless",1
unless she,1
she were,1
were a,1
a masseuse,1
masseuse or,1
female wrestler,1
wrestler .,1
even granting,1
granting such,1
such exotic,1
exotic occupations,1
"occupations ,",1
the likelihood,1
likelihood was,1
was remote,1
remote .,1
"had ,",1
", made",1
made errors,1
errors in,1
in determining,1
determining the,1
a victim,1
victim from,1
from sex,1
sex unrelated,1
unrelated parts,1
parts in,1
"past ,",1
not wish,1
wish to,1
make such,1
such an,1
an error,1
error now,1
with thick,1
"thick ,",1
", curling",1
curling hair,1
another fact,1
that seemed,1
to point,1
point toward,1
toward a,1
male identification,1
identification but,1
but blaney,1
blaney carried,1
the examination,1
examination to,1
to its,1
its conclusion,1
"conclusion ,",1
", measuring",1
measuring the,1
the bone,1
bone shafts,1
"shafts ,",1
the medullary,1
"spaces ,",1
and jotting,1
jotting down,1
his estimate,1
estimate at,1
re getting,1
getting someplace,1
"someplace ,",1
we now,1
now know,1
this gruesome,1
gruesome and,1
and severed,1
severed member,1
member of,1
body once,1
once belonged,1
. wiping,1
wiping his,1
his forehead,1
forehead with,1
a towel,1
"towel ,",1
he got,1
a microscopic,1
hand s,1
s skin,1
skin told,1
told blaney,1
blaney that,1
there had,1
been no,1
no loss,1
loss of,1
of elasticity,1
elasticity due,1
due to,1
the decrease,1
decrease of,1
of elastic,1
elastic fibers,1
fibers in,1
the dermis,1
dermis .,1
. since,1
was making,1
making his,1
examination in,1
an effort,1
effort to,1
s age,1
he automatically,1
automatically chalked,1
chalked off,1
possibility of,1
s having,1
having been,1
very old,1
old one,1
"further ,",1
not likely,1
likely to,1
get anything,1
anything more,1
more from,1
a closer,1
closer examination,1
the changes,1
changes in,1
in skin,1
skin throughout,1
throughout the,1
the growth,1
and decline,1
decline of,1
being very,1
very seldom,1
seldom provide,1
provide accurate,1
accurate criteria,1
criteria of,1
of age,1
wrist so,1
that portions,1
"ulna ,",1
the twin,1
twin bones,1
bones that,1
that run,1
run from,1
wrist to,1
the elbow,1
"elbow ,",1
were still,1
still attached,1
. moreover,1
"moreover ,",1
had all,1
various bones,1
hand itself,1
itself to,1
examine the,1
the carpus,1
"carpus ,",1
the metacarpal,1
"metacarpal ,",1
the phalanx,1
phalanx .,1
he mused,1
"mused ,",1
he worked,1
"worked ,",1
layman would,1
would just,1
about now,1
now begin,1
begin to,1
to consider,1
consider all,1
his devious,1
devious machinations,1
machinations as,1
as scientific,1
scientific mumbo,1
mumbo jumbo,1
"jumbo ,",1
the aimless,1
aimless meanderings,1
meanderings of,1
a pseudo,1
pseudo wizard,1
wizard .,1
hell with,1
layman .,1
know damn,1
damn well,1
well that,1
the ossification,1
ossification centers,1
centers of,1
of bones,1
bones go,1
a sequence,1
sequence of,1
of growth,1
"fusion ,",1
", andthat",1
andthat this,1
this growth,1
fusion takes,1
takes place,1
place at,1
at certain,1
certain age,1
age levels,1
levels .,1
know further,1
further that,1
that by,1
by studying,1
studying these,1
these bones,1
can come,1
come pretty,1
pretty close,1
to estimating,1
estimating the,1
this dead,1
dead white,1
am going,1
", average",1
layman be,1
entire examination,1
examination that,1
that blaney,1
blaney conducted,1
conducted on,1
bones took,1
took close,1
to three,1
three hours,1
hours .,1
notes included,1
included such,1
such esoteric,1
esoteric terms,1
terms as,1
as proximal,1
proximal epiphysial,1
epiphysial muscle,1
muscle and,1
and os,1
os magnum,1
magnum and,1
and multangulum,1
multangulum majus,1
majus and,1
the like,1
like .,1
his final,1
final note,1
note simply,1
simply read,1
read age,1
it came,1
the probable,1
height and,1
and weight,1
blaney threw,1
threw up,1
up his,1
hands in,1
in despair,1
despair .,1
been presented,1
a femur,1
"femur ,",1
a humerus,1
"humerus ,",1
a radius,1
radius in,1
in its,1
its entirety,1
"entirety ,",1
have measured,1
measured any,1
any one,1
in centimeters,1
from joint,1
surface to,1
to joint,1
surface with,1
the cartilage,1
cartilage in,1
in place,1
"place ,",1
made an,1
attempt at,1
at calculating,1
calculating the,1
height using,1
using pearson,1
pearson s,1
s formula,1
formula .,1
. for,1
whole one,1
and not,1
not just,1
of one,1
table would,1
have read,1
read like,1
this картинка,1
jpg male,1
male female,1
times .,1
times length,1
. length,1
to arrive,1
arrive at,1
an estimate,1
estimate of,1
height of,1
of theliving,1
theliving body,1
have subtracted,1
subtracted one,1
half centimeters,1
final result,1
result for,1
and two,1
two centimeters,1
centimeters for,1
. unfortunately,1
"unfortunately ,",1
whole radius,1
even make,1
attempt .,1
and although,1
although the,1
hand gave,1
good knowledge,1
the size,1
size of,1
not make,1
a guess,1
guess at,1
the weight,1
victim without,1
a knowledge,1
the muscular,1
muscular development,1
development and,1
the adipose,1
adipose tissue,1
"tissue ,",1
he quit,1
quit .,1
he wrapped,1
wrapped the,1
and tagged,1
tagged it,1
for delivery,1
delivery to,1
to lieutenant,1
lieutenant samuel,1
samuel g,1
g .,1
grossman at,1
police laboratory,1
laboratory .,1
"grossman ,",1
would perform,1
perform an,1
test on,1
a blood,1
blood specimen,1
specimen in,1
in order,1
order to,1
would undoubtedly,1
undoubtedly try,1
get fingerprint,1
this respect,1
"respect ,",1
blaney was,1
was positively,1
positively certain,1
certain that,1
that grossman,1
would fail,1
fail .,1
. each,1
each finger,1
finger tip,1
tip had,1
been neatly,1
sliced away,1
the rest,1
rest of,1
hand by,1
the unknown,1
unknown assailant,1
assailant .,1
a magician,1
magician couldn,1
have got,1
a set,1
of prints,1
from that,1
no magician,1
magician .,1
so blaney,1
blaney shipped,1
shipped off,1
he concluded,1
concluded his,1
notes and,1
he finally,1
finally transmitted,1
transmitted to,1
the bulls,1
bulls of,1
th was,1
this race,1
. age,1
boys had,1
detective steve,1
carella was,1
first of,1
it early,1
early the,1
next morning,1
sitting at,1
desk near,1
the grilled,1
grilled squadroom,1
squadroom windows,1
"windows ,",1
watching the,1
rain ooze,1
ooze along,1
glass panes,1
"panes ,",1
dialed blaney,1
blaney s,1
and waited,1
waited .,1
. dr,1
dr .,1
a voice,1
voice on,1
other end,1
end of,1
the wire,1
wire said,1
carella up,1
got your,1
report on,1
blaney .,1
s wrong,1
wrong with,1
? blaney,1
blaney asked,1
", immediately",1
immediately on,1
the defensive,1
defensive .,1
nothing at,1
m glad,1
very rare,1
rare that,1
that anyone,1
goddamn department,1
department admits,1
admits a,1
a medical,1
medical examination,1
examination was,1
was helpful,1
we feel,1
feel differently,1
differently here,1
said smoothly,1
smoothly .,1
we ve,1
ve always,1
always relied,1
relied very,1
very heavily,1
heavily upon,1
upon information,1
information provided,1
provided by,1
m certainly,1
certainly glad,1
man works,1
works here,1
here with,1
with stiffs,1
stiffs all,1
all day,1
day long,1
"long ,",1
he begins,1
begins to,1
have his,1
his doubts,1
doubts .,1
no fun,1
fun cutting,1
cutting up,1
up dead,1
dead bodies,1
"bodies ,",1
a wonderful,1
wonderful job,1
mean it,1
said fervently,1
fervently .,1
there isn,1
t much,1
much glory,1
glory in,1
in what,1
can bet,1
bet your,1
your life,1
life it,1
s appreciated,1
appreciated .,1
a nickel,1
nickel for,1
for every,1
every case,1
case you,1
fellows made,1
made easier,1
us to,1
to crack,1
"crack ,",1
more fervently,1
fervently this,1
", almost",1
almost carried,1
carried away,1
away by,1
by himself,1
", gosh",1
"gosh ,",1
report was,1
excellent one,1
"helpful ,",1
just one,1
me anything,1
report told,1
told us,1
lot about,1
s excellent,1
excellent .,1
surgery .,1
after you,1
been examining,1
examining corpses,1
corpses for,1
a while,1
"while ,",1
you forget,1
forget that,1
that someone,1
someone was,1
was responsible,1
the corpse,1
it becomes,1
becomes .,1
", sort",1
a mathematical,1
mathematical problem,1
problem .,1
can understand,1
understand that,1
but about,1
person responsible,1
this particular,1
particular corpse,1
tell anything,1
anything from,1
surgery ?,1
was severed,1
wrist .,1
. could,1
tell what,1
a tool,1
tool was,1
was used,1
used ?,1
? either,1
cleaver or,1
"hatchet ,",1
something similar,1
similar .,1
a clean,1
clean job,1
? fairly,1
fairly .,1
. whoever,1
whoever did,1
to hack,1
hack through,1
were no,1
no hesitation,1
hesitation cuts,1
cuts anywhere,1
anywhere on,1
who severed,1
severed it,1
body was,1
probably determined,1
determined and,1
and sure,1
. skillful,1
skillful ?,1
say the,1
person had,1
had any,1
any knowledge,1
anatomy ?,1
"so ,",1
blaney answered,1
place for,1
the cut,1
cut would,1
been at,1
wrist itself,1
"itself ,",1
ulna terminate,1
terminate .,1
that certainly,1
certainly would,1
been easier,1
easier than,1
than hacking,1
hacking through,1
would discount,1
discount anyone,1
anyone with,1
real knowledge,1
anatomy .,1
t understand,1
understand why,1
was dismembered,1
"dismembered ,",1
i follow,1
follow you,1
blaney ?,1
seen dismemberment,1
dismemberment cases,1
cases before,1
we usually,1
usually find,1
the trunk,1
"trunk ,",1
the four,1
four extremities,1
extremities .,1
person is,1
to cut,1
off an,1
an arm,1
"arm ,",1
why then,1
then cut,1
s an,1
an added,1
added piece,1
of work,1
work that,1
that doesn,1
t accomplish,1
accomplish very,1
. most,1
most bodies,1
bodies are,1
are dismembered,1
dismembered or,1
or mutilated,1
mutilated because,1
the criminal,1
criminal is,1
is attempting,1
attempting to,1
to avoid,1
avoid identification,1
identification of,1
fingertips of,1
hand were,1
were mutilated,1
mutilated .,1
. of,1
course .,1
sometimes your,1
your killer,1
killer will,1
will cut,1
cut up,1
body to,1
make disposal,1
disposal easier,1
easier .,1
but cutting,1
cutting off,1
off a,1
hand at,1
wrist ?,1
how would,1
would that,1
that serve,1
serve either,1
either purpose,1
purpose ?,1
not dealing,1
dealing with,1
a surgeon,1
surgeon or,1
a doctor,1
doctor here,1
a butcher,1
butcher ?,1
bones were,1
were severed,1
severed with,1
with considerable,1
considerable force,1
might imply,1
imply a,1
man familiar,1
"tools ,",1
fingertips were,1
were neatly,1
sliced .,1
thanks a,1
lot .,1
. any,1
any time,1
said happily,1
"happily ,",1
and hung,1
carella thought,1
moment about,1
about dismembered,1
dismembered bodies,1
bodies .,1
suddenly a,1
very sour,1
sour taste,1
taste in,1
asked miscolo,1
miscolo to,1
a pot,1
pot of,1
in captain,1
captain frick,1
frick s,1
office downstairs,1
"downstairs ,",1
patrolman named,1
named richard,1
genero was,1
the carpet,1
carpet .,1
"frick ,",1
was technically,1
technically in,1
in command,1
command of,1
entire precinct,1
precinct his,1
his command,1
"command ,",1
", actually",1
", very",1
very rarely,1
rarely intruded,1
intruded upon,1
the activities,1
activities of,1
detective squad,1
squad was,1
very imaginative,1
imaginative man,1
", nor",1
nor in,1
truth a,1
very intelligent,1
intelligent one,1
he liked,1
liked being,1
a policeman,1
"policeman ,",1
"supposed ,",1
would rather,1
rather have,1
star .,1
. movie,1
movie stars,1
stars got,1
to meet,1
meet glamorous,1
glamorous women,1
women .,1
. police,1
police captains,1
captains only,1
out patrolmen,1
patrolmen .,1
i to,1
know whether,1
whether the,1
sidewalk was,1
am made,1
made to,1
tell a,1
man from,1
can sir,1
person s,1
covered .,1
person wearing,1
a dress,1
dress ?,1
a skirt,1
skirt ?,1
. pants,1
pants ?,1
sir ?,1
trousers !,1
! frick,1
frick shouted,1
been slacks,1
slacks .,1
like women,1
women wear,1
or they,1
been trousers,1
like men,1
men wear,1
do when,1
i yelled,1
? then,1
i opened,1
saw what,1
was inside,1
inside it,1
i .,1
little confused,1
"confused ,",1
go after,1
bus ?,1
? n,1
. n,1
another bus,1
stop three,1
blocks away,1
have hailed,1
hailed a,1
a passing,1
passing car,1
"car ,",1
and caught,1
caught that,1
that bus,1
and boarded,1
boarded it,1
and arrested,1
arrested the,1
? are,1
t aware,1
am now,1
and saved,1
saved us,1
us the,1
the trouble,1
trouble of,1
of sending,1
sending this,1
the laboratory,1
"laboratory ,",1
of having,1
having the,1
detective division,1
division trot,1
trot all,1
way out,1
to international,1
airport ?,1
of trying,1
other pieces,1
pieces of,1
that body,1
of hoping,1
hoping we,1
can identify,1
the bodyafter,1
bodyafter we,1
have all,1
the pieces,1
"pieces ,",1
then how,1
you be,1
be so,1
so goddamn,1
goddamn stupid,1
"stupid ,",1
we contacted,1
contacted the,1
bus company,1
"company ,",1
bus that,1
that passed,1
passed that,1
corner at,1
was that,1
was bus,1
bus number,1
number .,1
the driver,1
driver .,1
he doesn,1
remember anyone,1
black boarding,1
boarding the,1
bus at,1
"corner ,",1
i saw,1
saw him,1
or her,1
one s,1
s doubting,1
doubting your,1
your word,1
bus driver,1
driver can,1
be expected,1
to remember,1
remember everyone,1
everyone who,1
gets on,1
on and,1
and off,1
his goddamn,1
goddamn bus,1
back where,1
where we,1
we started,1
all because,1
think .,1
"think ,",1
was too,1
too shocked,1
"shocked ,",1
guess .,1
. boy,1
are times,1
times i,1
star or,1
look alive,1
"alive ,",1
keep on,1
your goddamn,1
goddamn toes,1
toes .,1
genero saluted,1
saluted and,1
the captain,1
captain s,1
office hurriedly,1
"hurriedly ,",1
", thanking",1
thanking his,1
his lucky,1
lucky stars,1
stars that,1
that no,1
one had,1
had discovered,1
discovered he,1
had two,1
two glasses,1
glasses of,1
wine in,1
in max,1
mandel s,1
s shop,1
shop just,1
just before,1
before finding,1
finding the,1
frick sat,1
sat at,1
desk and,1
and sighed,1
sighed heavily,1
heavily .,1
he buzzed,1
buzzed lieutenant,1
byrnes upstairs,1
upstairs and,1
and told,1
could deliver,1
deliver the,1
lab whenever,1
whenever he,1
would send,1
send a,1
man down,1
down for,1
bag lay,1
lay on,1
on nelson,1
nelson piat,1
piat s,1
desk .,1
s one,1
our bags,1
nice photograph,1
"photograph ,",1
photograph ?,1
? me,1
", personally",1
"personally ,",1
? detective,1
police photographer,1
photographer took,1
our bag,1
he leaned,1
his leather,1
leather covered,1
covered swivel,1
", dangerously",1
dangerously close,1
huge sheet,1
sheet of,1
of glass,1
glass that,1
that formed,1
formed one,1
one wall,1
his office,1
the office,1
office was,1
fourth floor,1
floor of,1
the administration,1
administration building,1
building at,1
at international,1
"airport ,",1
", overlooking",1
overlooking the,1
runway now,1
now was,1
was drenched,1
drenched with,1
with lashing,1
lashing curtains,1
curtains of,1
that swept,1
swept its,1
its slick,1
slick surface,1
you fly,1
fly when,1
it rains,1
rains ?,1
fly all,1
fly in,1
in almost,1
almost everything,1
everything .,1
but will,1
will thepeople,1
thepeople fly,1
the question,1
question .,1
minute it,1
it begins,1
begins raining,1
"raining ,",1
get more,1
more damn,1
damn cancellations,1
cancellations than,1
than you,1
can shake,1
shake a,1
a stick,1
stick at,1
. afraid,1
re all,1
all afraid,1
piat shook,1
an eight,1
eight and,1
half by,1
by eleven,1
eleven glossy,1
glossy print,1
print .,1
been photographed,1
photographed against,1
white backdrop,1
backdrop .,1
excellent picture,1
the company,1
company s,1
s name,1
and slogan,1
slogan leaping,1
leaping out,1
the print,1
print as,1
if they,1
were molded,1
molded in,1
in neon,1
neon .,1
", gentlemen",1
gentlemen ?,1
? piat,1
did some,1
some burglar,1
burglar use,1
use it,1
for his,1
tools or,1
he chuckled,1
chuckled at,1
his own,1
own little,1
little joke,1
joke and,1
looked first,1
first to,1
to kling,1
then to,1
to meyer,1
answered for,1
for both,1
both of,1
"exactly ,",1
some murderer,1
murderer used,1
for part,1
corpse .,1
. part,1
too good,1
or is,1
", calculating",1
calculating .,1
will this,1
this case,1
case be,1
be getting,1
getting into,1
i doubt,1
doubt it,1
little too,1
too gory,1
gory for,1
the public,1
"public ,",1
so far,1
far it,1
it doesn,1
t contain,1
contain either,1
a rape,1
rape or,1
pretty girl,1
girl in,1
in bloomers,1
bloomers .,1
make dull,1
dull copy,1
copy .,1
thinking .,1
a photo,1
front pages,1
pages of,1
a mass,1
mass circulation,1
circulation newspaper,1
"newspaper ,",1
might not,1
be bad,1
t buy,1
buy that,1
of advertising,1
advertising space,1
"space ,",1
now can,1
"operation ,",1
knows ?,1
one virtue,1
virtue meyer,1
meyer possessed,1
"possessed ,",1
that virtue,1
virtue was,1
was patience,1
patience .,1
a sense,1
"sense ,",1
born with,1
with or,1
very least,1
"least ,",1
named with,1
was something,1
a practical,1
practical joker,1
"joker ,",1
of man,1
who delighted,1
delighted in,1
in telling,1
telling kosher,1
kosher dinner,1
dinner guests,1
guests during,1
during the,1
meat meal,1
meal that,1
that they,1
were eating,1
eating off,1
the dairy,1
dairy dishes,1
dishes .,1
a gasser,1
"gasser ,",1
when this,1
this gasser,1
gasser was,1
well past,1
past the,1
age when,1
when changing,1
changing diapers,1
diapers or,1
or wiping,1
wiping runny,1
runny noses,1
noses was,1
when his,1
wife had,1
had in,1
fact experienced,1
experienced that,1
that remarkable,1
remarkable female,1
female phenomenon,1
phenomenon euphemistically,1
euphemistically known,1
as change,1
change of,1
"life ,",1
both somewhat,1
somewhat taken,1
taken aback,1
aback to,1
that she,1
was pregnant,1
pregnant .,1
a surprising,1
surprising turn,1
turn of,1
of events,1
events indeed,1
"indeed ,",1
the practical,1
joke supreme,1
supreme upon,1
the king,1
king of,1
the jesters,1
jesters .,1
father fretted,1
"fretted ,",1
", pouted",1
"pouted ,",1
and sulked,1
sulked about,1
jokes suffered,1
suffered while,1
he planned,1
planned his,1
his revenge,1
revenge against,1
the vagaries,1
vagaries of,1
of nature,1
nature and,1
and birth,1
birth control,1
control .,1
baby was,1
"born ,",1
a bouncing,1
"bouncing ,",1
eyed boy,1
boy delivered,1
delivered by,1
by a,1
a midwife,1
midwife and,1
and weighing,1
weighing in,1
at seven,1
seven pounds,1
pounds six,1
six ounces,1
ounces .,1
then meyer,1
s pop,1
pop delivered,1
delivered the,1
final hilarious,1
hilarious thrust,1
thrust .,1
baby s,1
s first,1
first name,1
be meyer,1
he decreed,1
"decreed ,",1
this handle,1
handle when,1
when coupled,1
coupled with,1
family name,1
would give,1
boy a,1
a title,1
title like,1
a ditto,1
ditto mark,1
mark meyer,1
pretty funny,1
funny .,1
s old,1
man didn,1
t stop,1
stop laughing,1
laughing for,1
week after,1
the bris,1
bris .,1
", on",1
", found",1
found it,1
it difficult,1
to laugh,1
laugh through,1
through bleeding,1
bleeding lips,1
family was,1
you understand,1
", practicing",1
practicing orthodox,1
orthodox judaism,1
judaism and,1
they lived,1
lived in,1
neighborhood that,1
that housed,1
housed a,1
large gentile,1
gentile population,1
"population ,",1
kids in,1
the neighborhood,1
neighborhood needed,1
needed another,1
another reason,1
reason besides,1
besides meyer,1
s jewishness,1
jewishness for,1
for beating,1
beating him,1
up every,1
every day,1
the week,1
name provided,1
provided that,1
that reason,1
reason .,1
", jew",1
jew on,1
on fire,1
fire !,1
! the,1
kids would,1
would chant,1
"chant ,",1
and pow,1
pow !,1
! meyer,1
meyer got,1
the kisser,1
kisser .,1
. over,1
the years,1
"years ,",1
to fight,1
fight twelve,1
twelve guys,1
guys at,1
was sometimes,1
sometimes possible,1
possible to,1
talk this,1
this even,1
even dozen,1
dozen out,1
of administering,1
administering a,1
a beating,1
beating .,1
. patiently,1
he talked,1
talked .,1
it worked,1
but patience,1
patience became,1
became a,1
a way,1
life .,1
and patience,1
patience is,1
"virtue ,",1
we will,1
will all,1
all admit,1
admit .,1
if meyer,1
meyer had,1
been forced,1
forced to,1
to sublimate,1
"sublimate ,",1
had for,1
for example,1
example just,1
once when,1
boy been,1
been called,1
called charlie,1
charlie or,1
or frank,1
frank or,1
or sam,1
sam and,1
and been,1
been allowed,1
allowed to,1
stand up,1
against one,1
other kid,1
", nota",1
nota dozen,1
dozen or,1
or more,1
and bash,1
bash that,1
kid squarely,1
squarely on,1
the nose,1
"nose ,",1
well perhaps,1
just perhaps,1
meyer would,1
been completely,1
completely bald,1
bald at,1
the tender,1
tender age,1
of thirty,1
thirty seven,1
seven .,1
been so,1
